dataset,image_id,filepath,source_split,partition,source_group_id
coco-rem,000000053958,/home/felix/fiftyone/coco-2017/train/data/000000053958.jpg,train,mllm_selection,000000053958
coco-rem,000000289535,/home/felix/fiftyone/coco-2017/train/data/000000289535.jpg,train,mllm_selection,000000289535
coco-rem,000000217183,/home/felix/fiftyone/coco-2017/train/data/000000217183.jpg,train,mllm_selection,000000217183
coco-rem,000000479134,/home/felix/fiftyone/coco-2017/train/data/000000479134.jpg,train,mllm_selection,000000479134
coco-rem,000000034114,/home/felix/fiftyone/coco-2017/train/data/000000034114.jpg,train,mllm_selection,000000034114
coco-rem,000000403518,/home/felix/fiftyone/coco-2017/train/data/000000403518.jpg,train,mllm_selection,000000403518
coco-rem,000000228330,/home/felix/fiftyone/coco-2017/train/data/000000228330.jpg,train,mllm_selection,000000228330
coco-rem,000000428896,/home/felix/fiftyone/coco-2017/train/data/000000428896.jpg,train,mllm_selection,000000428896
coco-rem,000000041818,/home/felix/fiftyone/coco-2017/train/data/000000041818.jpg,train,mllm_selection,000000041818
coco-rem,000000443564,/home/felix/fiftyone/coco-2017/train/data/000000443564.jpg,train,mllm_selection,000000443564
coco-rem,000000393905,/home/felix/fiftyone/coco-2017/train/data/000000393905.jpg,train,mllm_selection,000000393905
coco-rem,000000161929,/home/felix/fiftyone/coco-2017/train/data/000000161929.jpg,train,mllm_selection,000000161929
coco-rem,000000426996,/home/felix/fiftyone/coco-2017/train/data/000000426996.jpg,train,mllm_selection,000000426996
coco-rem,000000435902,/home/felix/fiftyone/coco-2017/train/data/000000435902.jpg,train,mllm_selection,000000435902
coco-rem,000000292829,/home/felix/fiftyone/coco-2017/train/data/000000292829.jpg,train,mllm_selection,000000292829
coco-rem,000000513978,/home/felix/fiftyone/coco-2017/train/data/000000513978.jpg,train,mllm_selection,000000513978
coco-rem,000000230296,/home/felix/fiftyone/coco-2017/train/data/000000230296.jpg,train,mllm_selection,000000230296
coco-rem,000000189330,/home/felix/fiftyone/coco-2017/train/data/000000189330.jpg,train,mllm_selection,000000189330
coco-rem,000000227512,/home/felix/fiftyone/coco-2017/train/data/000000227512.jpg,train,mllm_selection,000000227512
coco-rem,000000334658,/home/felix/fiftyone/coco-2017/train/data/000000334658.jpg,train,mllm_selection,000000334658
coco-rem,000000148827,/home/felix/fiftyone/coco-2017/train/data/000000148827.jpg,train,mllm_selection,000000148827
coco-rem,000000195993,/home/felix/fiftyone/coco-2017/train/data/000000195993.jpg,train,mllm_selection,000000195993
coco-rem,000000106750,/home/felix/fiftyone/coco-2017/train/data/000000106750.jpg,train,mllm_selection,000000106750
coco-rem,000000041199,/home/felix/fiftyone/coco-2017/train/data/000000041199.jpg,train,mllm_selection,000000041199
coco-rem,000000562100,/home/felix/fiftyone/coco-2017/train/data/000000562100.jpg,train,mllm_selection,000000562100
coco-rem,000000550870,/home/felix/fiftyone/coco-2017/train/data/000000550870.jpg,train,mllm_selection,000000550870
coco-rem,000000502979,/home/felix/fiftyone/coco-2017/train/data/000000502979.jpg,train,mllm_selection,000000502979
coco-rem,000000146640,/home/felix/fiftyone/coco-2017/train/data/000000146640.jpg,train,mllm_selection,000000146640
coco-rem,000000335799,/home/felix/fiftyone/coco-2017/train/data/000000335799.jpg,train,mllm_selection,000000335799
coco-rem,000000400347,/home/felix/fiftyone/coco-2017/train/data/000000400347.jpg,train,mllm_selection,000000400347
coco-rem,000000484332,/home/felix/fiftyone/coco-2017/train/data/000000484332.jpg,train,mllm_selection,000000484332
coco-rem,000000487692,/home/felix/fiftyone/coco-2017/train/data/000000487692.jpg,train,mllm_selection,000000487692
coco-rem,000000324809,/home/felix/fiftyone/coco-2017/train/data/000000324809.jpg,train,mllm_selection,000000324809
coco-rem,000000015802,/home/felix/fiftyone/coco-2017/train/data/000000015802.jpg,train,mllm_selection,000000015802
coco-rem,000000077854,/home/felix/fiftyone/coco-2017/train/data/000000077854.jpg,train,mllm_selection,000000077854
coco-rem,000000542129,/home/felix/fiftyone/coco-2017/train/data/000000542129.jpg,train,mllm_selection,000000542129
coco-rem,000000549599,/home/felix/fiftyone/coco-2017/train/data/000000549599.jpg,train,mllm_selection,000000549599
coco-rem,000000056519,/home/felix/fiftyone/coco-2017/train/data/000000056519.jpg,train,mllm_selection,000000056519
coco-rem,000000174890,/home/felix/fiftyone/coco-2017/train/data/000000174890.jpg,train,mllm_selection,000000174890
coco-rem,000000578221,/home/felix/fiftyone/coco-2017/train/data/000000578221.jpg,train,mllm_selection,000000578221
coco-rem,000000013175,/home/felix/fiftyone/coco-2017/train/data/000000013175.jpg,train,mllm_selection,000000013175
coco-rem,000000228133,/home/felix/fiftyone/coco-2017/train/data/000000228133.jpg,train,mllm_selection,000000228133
coco-rem,000000533224,/home/felix/fiftyone/coco-2017/train/data/000000533224.jpg,train,mllm_selection,000000533224
coco-rem,000000189239,/home/felix/fiftyone/coco-2017/train/data/000000189239.jpg,train,mllm_selection,000000189239
coco-rem,000000227549,/home/felix/fiftyone/coco-2017/train/data/000000227549.jpg,train,mllm_selection,000000227549
coco-rem,000000056435,/home/felix/fiftyone/coco-2017/train/data/000000056435.jpg,train,mllm_selection,000000056435
coco-rem,000000401381,/home/felix/fiftyone/coco-2017/train/data/000000401381.jpg,train,mllm_selection,000000401381
coco-rem,000000342696,/home/felix/fiftyone/coco-2017/train/data/000000342696.jpg,train,mllm_selection,000000342696
coco-rem,000000061582,/home/felix/fiftyone/coco-2017/train/data/000000061582.jpg,train,mllm_selection,000000061582
coco-rem,000000132265,/home/felix/fiftyone/coco-2017/train/data/000000132265.jpg,train,mllm_selection,000000132265
coco-rem,000000010545,/home/felix/fiftyone/coco-2017/train/data/000000010545.jpg,train,mllm_selection,000000010545
coco-rem,000000473057,/home/felix/fiftyone/coco-2017/train/data/000000473057.jpg,train,mllm_selection,000000473057
coco-rem,000000516986,/home/felix/fiftyone/coco-2017/train/data/000000516986.jpg,train,mllm_selection,000000516986
coco-rem,000000288569,/home/felix/fiftyone/coco-2017/train/data/000000288569.jpg,train,mllm_selection,000000288569
coco-rem,000000085847,/home/felix/fiftyone/coco-2017/train/data/000000085847.jpg,train,mllm_selection,000000085847
coco-rem,000000299838,/home/felix/fiftyone/coco-2017/train/data/000000299838.jpg,train,mllm_selection,000000299838
coco-rem,000000491273,/home/felix/fiftyone/coco-2017/train/data/000000491273.jpg,train,mllm_selection,000000491273
coco-rem,000000004394,/home/felix/fiftyone/coco-2017/train/data/000000004394.jpg,train,mllm_selection,000000004394
coco-rem,000000345005,/home/felix/fiftyone/coco-2017/train/data/000000345005.jpg,train,mllm_selection,000000345005
coco-rem,000000497788,/home/felix/fiftyone/coco-2017/train/data/000000497788.jpg,train,mllm_selection,000000497788
coco-rem,000000479176,/home/felix/fiftyone/coco-2017/train/data/000000479176.jpg,train,mllm_selection,000000479176
coco-rem,000000439427,/home/felix/fiftyone/coco-2017/train/data/000000439427.jpg,train,mllm_selection,000000439427
coco-rem,000000102872,/home/felix/fiftyone/coco-2017/train/data/000000102872.jpg,train,mllm_selection,000000102872
coco-rem,000000116402,/home/felix/fiftyone/coco-2017/train/data/000000116402.jpg,train,mllm_selection,000000116402
coco-rem,000000415354,/home/felix/fiftyone/coco-2017/train/data/000000415354.jpg,train,mllm_selection,000000415354
coco-rem,000000009353,/home/felix/fiftyone/coco-2017/train/data/000000009353.jpg,train,mllm_selection,000000009353
coco-rem,000000345265,/home/felix/fiftyone/coco-2017/train/data/000000345265.jpg,train,mllm_selection,000000345265
coco-rem,000000385969,/home/felix/fiftyone/coco-2017/train/data/000000385969.jpg,train,mllm_selection,000000385969
coco-rem,000000391320,/home/felix/fiftyone/coco-2017/train/data/000000391320.jpg,train,mllm_selection,000000391320
coco-rem,000000326781,/home/felix/fiftyone/coco-2017/train/data/000000326781.jpg,train,mllm_selection,000000326781
coco-rem,000000460115,/home/felix/fiftyone/coco-2017/train/data/000000460115.jpg,train,mllm_selection,000000460115
coco-rem,000000318585,/home/felix/fiftyone/coco-2017/train/data/000000318585.jpg,train,mllm_selection,000000318585
coco-rem,000000239047,/home/felix/fiftyone/coco-2017/train/data/000000239047.jpg,train,mllm_selection,000000239047
coco-rem,000000576622,/home/felix/fiftyone/coco-2017/train/data/000000576622.jpg,train,mllm_selection,000000576622
coco-rem,000000356937,/home/felix/fiftyone/coco-2017/train/data/000000356937.jpg,train,mllm_selection,000000356937
coco-rem,000000541290,/home/felix/fiftyone/coco-2017/train/data/000000541290.jpg,train,mllm_selection,000000541290
coco-rem,000000421544,/home/felix/fiftyone/coco-2017/train/data/000000421544.jpg,train,mllm_selection,000000421544
coco-rem,000000152514,/home/felix/fiftyone/coco-2017/train/data/000000152514.jpg,train,mllm_selection,000000152514
coco-rem,000000170173,/home/felix/fiftyone/coco-2017/train/data/000000170173.jpg,train,mllm_selection,000000170173
coco-rem,000000016254,/home/felix/fiftyone/coco-2017/train/data/000000016254.jpg,train,mllm_selection,000000016254
coco-rem,000000002585,/home/felix/fiftyone/coco-2017/train/data/000000002585.jpg,train,mllm_selection,000000002585
coco-rem,000000528786,/home/felix/fiftyone/coco-2017/train/data/000000528786.jpg,train,mllm_selection,000000528786
coco-rem,000000379159,/home/felix/fiftyone/coco-2017/train/data/000000379159.jpg,train,mllm_selection,000000379159
coco-rem,000000127337,/home/felix/fiftyone/coco-2017/train/data/000000127337.jpg,train,mllm_selection,000000127337
coco-rem,000000395865,/home/felix/fiftyone/coco-2017/train/data/000000395865.jpg,train,mllm_selection,000000395865
coco-rem,000000280674,/home/felix/fiftyone/coco-2017/train/data/000000280674.jpg,train,mllm_selection,000000280674
coco-rem,000000423036,/home/felix/fiftyone/coco-2017/train/data/000000423036.jpg,train,mllm_selection,000000423036
coco-rem,000000035032,/home/felix/fiftyone/coco-2017/train/data/000000035032.jpg,train,mllm_selection,000000035032
coco-rem,000000515656,/home/felix/fiftyone/coco-2017/train/data/000000515656.jpg,train,mllm_selection,000000515656
coco-rem,000000386299,/home/felix/fiftyone/coco-2017/train/data/000000386299.jpg,train,mllm_selection,000000386299
coco-rem,000000205280,/home/felix/fiftyone/coco-2017/train/data/000000205280.jpg,train,mllm_selection,000000205280
coco-rem,000000031919,/home/felix/fiftyone/coco-2017/train/data/000000031919.jpg,train,mllm_selection,000000031919
coco-rem,000000229574,/home/felix/fiftyone/coco-2017/train/data/000000229574.jpg,train,mllm_selection,000000229574
coco-rem,000000299444,/home/felix/fiftyone/coco-2017/train/data/000000299444.jpg,train,mllm_selection,000000299444
coco-rem,000000237735,/home/felix/fiftyone/coco-2017/train/data/000000237735.jpg,train,mllm_selection,000000237735
coco-rem,000000169340,/home/felix/fiftyone/coco-2017/train/data/000000169340.jpg,train,mllm_selection,000000169340
coco-rem,000000040813,/home/felix/fiftyone/coco-2017/train/data/000000040813.jpg,train,mllm_selection,000000040813
coco-rem,000000434128,/home/felix/fiftyone/coco-2017/train/data/000000434128.jpg,train,mllm_selection,000000434128
coco-rem,000000429092,/home/felix/fiftyone/coco-2017/train/data/000000429092.jpg,train,mllm_selection,000000429092
coco-rem,000000341205,/home/felix/fiftyone/coco-2017/train/data/000000341205.jpg,train,mllm_selection,000000341205
coco-rem,000000565807,/home/felix/fiftyone/coco-2017/train/data/000000565807.jpg,train,mllm_selection,000000565807
coco-rem,000000445327,/home/felix/fiftyone/coco-2017/train/data/000000445327.jpg,train,mllm_selection,000000445327
coco-rem,000000242257,/home/felix/fiftyone/coco-2017/train/data/000000242257.jpg,train,mllm_selection,000000242257
coco-rem,000000477646,/home/felix/fiftyone/coco-2017/train/data/000000477646.jpg,train,mllm_selection,000000477646
coco-rem,000000420546,/home/felix/fiftyone/coco-2017/train/data/000000420546.jpg,train,mllm_selection,000000420546
coco-rem,000000218224,/home/felix/fiftyone/coco-2017/train/data/000000218224.jpg,train,mllm_selection,000000218224
coco-rem,000000117931,/home/felix/fiftyone/coco-2017/train/data/000000117931.jpg,train,mllm_selection,000000117931
coco-rem,000000371260,/home/felix/fiftyone/coco-2017/train/data/000000371260.jpg,train,mllm_selection,000000371260
coco-rem,000000500718,/home/felix/fiftyone/coco-2017/train/data/000000500718.jpg,train,mllm_selection,000000500718
coco-rem,000000134386,/home/felix/fiftyone/coco-2017/train/data/000000134386.jpg,train,mllm_selection,000000134386
coco-rem,000000426631,/home/felix/fiftyone/coco-2017/train/data/000000426631.jpg,train,mllm_selection,000000426631
coco-rem,000000490890,/home/felix/fiftyone/coco-2017/train/data/000000490890.jpg,train,mllm_selection,000000490890
coco-rem,000000016706,/home/felix/fiftyone/coco-2017/train/data/000000016706.jpg,train,mllm_selection,000000016706
coco-rem,000000170053,/home/felix/fiftyone/coco-2017/train/data/000000170053.jpg,train,mllm_selection,000000170053
coco-rem,000000399556,/home/felix/fiftyone/coco-2017/train/data/000000399556.jpg,train,mllm_selection,000000399556
coco-rem,000000076460,/home/felix/fiftyone/coco-2017/train/data/000000076460.jpg,train,mllm_selection,000000076460
coco-rem,000000371595,/home/felix/fiftyone/coco-2017/train/data/000000371595.jpg,train,mllm_selection,000000371595
coco-rem,000000232231,/home/felix/fiftyone/coco-2017/train/data/000000232231.jpg,train,mllm_selection,000000232231
coco-rem,000000112272,/home/felix/fiftyone/coco-2017/train/data/000000112272.jpg,train,mllm_selection,000000112272
coco-rem,000000231426,/home/felix/fiftyone/coco-2017/train/data/000000231426.jpg,train,mllm_selection,000000231426
coco-rem,000000435218,/home/felix/fiftyone/coco-2017/train/data/000000435218.jpg,train,mllm_selection,000000435218
coco-rem,000000184834,/home/felix/fiftyone/coco-2017/train/data/000000184834.jpg,train,mllm_selection,000000184834
coco-rem,000000181619,/home/felix/fiftyone/coco-2017/train/data/000000181619.jpg,train,mllm_selection,000000181619
coco-rem,000000246677,/home/felix/fiftyone/coco-2017/train/data/000000246677.jpg,train,mllm_selection,000000246677
coco-rem,000000088605,/home/felix/fiftyone/coco-2017/train/data/000000088605.jpg,train,mllm_selection,000000088605
coco-rem,000000151537,/home/felix/fiftyone/coco-2017/train/data/000000151537.jpg,train,mllm_selection,000000151537
coco-rem,000000381199,/home/felix/fiftyone/coco-2017/train/data/000000381199.jpg,train,mllm_selection,000000381199
