dataset,image_id,filepath,source_split,partition,source_group_id
coco-rem,000000204339,/home/felix/fiftyone/coco-2017/train/data/000000204339.jpg,train,calibration,000000204339
coco-rem,000000289816,/home/felix/fiftyone/coco-2017/train/data/000000289816.jpg,train,calibration,000000289816
coco-rem,000000521225,/home/felix/fiftyone/coco-2017/train/data/000000521225.jpg,train,calibration,000000521225
coco-rem,000000276975,/home/felix/fiftyone/coco-2017/train/data/000000276975.jpg,train,calibration,000000276975
coco-rem,000000159561,/home/felix/fiftyone/coco-2017/train/data/000000159561.jpg,train,calibration,000000159561
coco-rem,000000538615,/home/felix/fiftyone/coco-2017/train/data/000000538615.jpg,train,calibration,000000538615
coco-rem,000000093419,/home/felix/fiftyone/coco-2017/train/data/000000093419.jpg,train,calibration,000000093419
coco-rem,000000053339,/home/felix/fiftyone/coco-2017/train/data/000000053339.jpg,train,calibration,000000053339
coco-rem,000000346503,/home/felix/fiftyone/coco-2017/train/data/000000346503.jpg,train,calibration,000000346503
coco-rem,000000345155,/home/felix/fiftyone/coco-2017/train/data/000000345155.jpg,train,calibration,000000345155
coco-rem,000000274528,/home/felix/fiftyone/coco-2017/train/data/000000274528.jpg,train,calibration,000000274528
coco-rem,000000363494,/home/felix/fiftyone/coco-2017/train/data/000000363494.jpg,train,calibration,000000363494
coco-rem,000000028682,/home/felix/fiftyone/coco-2017/train/data/000000028682.jpg,train,calibration,000000028682
coco-rem,000000069884,/home/felix/fiftyone/coco-2017/train/data/000000069884.jpg,train,calibration,000000069884
coco-rem,000000228215,/home/felix/fiftyone/coco-2017/train/data/000000228215.jpg,train,calibration,000000228215
coco-rem,000000372363,/home/felix/fiftyone/coco-2017/train/data/000000372363.jpg,train,calibration,000000372363
coco-rem,000000404229,/home/felix/fiftyone/coco-2017/train/data/000000404229.jpg,train,calibration,000000404229
coco-rem,000000408779,/home/felix/fiftyone/coco-2017/train/data/000000408779.jpg,train,calibration,000000408779
coco-rem,000000481113,/home/felix/fiftyone/coco-2017/train/data/000000481113.jpg,train,calibration,000000481113
coco-rem,000000035076,/home/felix/fiftyone/coco-2017/train/data/000000035076.jpg,train,calibration,000000035076
coco-rem,000000075065,/home/felix/fiftyone/coco-2017/train/data/000000075065.jpg,train,calibration,000000075065
coco-rem,000000249982,/home/felix/fiftyone/coco-2017/train/data/000000249982.jpg,train,calibration,000000249982
coco-rem,000000033891,/home/felix/fiftyone/coco-2017/train/data/000000033891.jpg,train,calibration,000000033891
coco-rem,000000077750,/home/felix/fiftyone/coco-2017/train/data/000000077750.jpg,train,calibration,000000077750
coco-rem,000000117337,/home/felix/fiftyone/coco-2017/train/data/000000117337.jpg,train,calibration,000000117337
coco-rem,000000500356,/home/felix/fiftyone/coco-2017/train/data/000000500356.jpg,train,calibration,000000500356
coco-rem,000000419297,/home/felix/fiftyone/coco-2017/train/data/000000419297.jpg,train,calibration,000000419297
coco-rem,000000160652,/home/felix/fiftyone/coco-2017/train/data/000000160652.jpg,train,calibration,000000160652
coco-rem,000000557610,/home/felix/fiftyone/coco-2017/train/data/000000557610.jpg,train,calibration,000000557610
coco-rem,000000421875,/home/felix/fiftyone/coco-2017/train/data/000000421875.jpg,train,calibration,000000421875
coco-rem,000000579629,/home/felix/fiftyone/coco-2017/train/data/000000579629.jpg,train,calibration,000000579629
coco-rem,000000151954,/home/felix/fiftyone/coco-2017/train/data/000000151954.jpg,train,calibration,000000151954
coco-rem,000000221927,/home/felix/fiftyone/coco-2017/train/data/000000221927.jpg,train,calibration,000000221927
coco-rem,000000059744,/home/felix/fiftyone/coco-2017/train/data/000000059744.jpg,train,calibration,000000059744
coco-rem,000000214305,/home/felix/fiftyone/coco-2017/train/data/000000214305.jpg,train,calibration,000000214305
coco-rem,000000245450,/home/felix/fiftyone/coco-2017/train/data/000000245450.jpg,train,calibration,000000245450
coco-rem,000000270912,/home/felix/fiftyone/coco-2017/train/data/000000270912.jpg,train,calibration,000000270912
coco-rem,000000081930,/home/felix/fiftyone/coco-2017/train/data/000000081930.jpg,train,calibration,000000081930
coco-rem,000000570947,/home/felix/fiftyone/coco-2017/train/data/000000570947.jpg,train,calibration,000000570947
coco-rem,000000285342,/home/felix/fiftyone/coco-2017/train/data/000000285342.jpg,train,calibration,000000285342
coco-rem,000000099245,/home/felix/fiftyone/coco-2017/train/data/000000099245.jpg,train,calibration,000000099245
coco-rem,000000231987,/home/felix/fiftyone/coco-2017/train/data/000000231987.jpg,train,calibration,000000231987
coco-rem,000000521711,/home/felix/fiftyone/coco-2017/train/data/000000521711.jpg,train,calibration,000000521711
coco-rem,000000339512,/home/felix/fiftyone/coco-2017/train/data/000000339512.jpg,train,calibration,000000339512
coco-rem,000000404424,/home/felix/fiftyone/coco-2017/train/data/000000404424.jpg,train,calibration,000000404424
coco-rem,000000196170,/home/felix/fiftyone/coco-2017/train/data/000000196170.jpg,train,calibration,000000196170
coco-rem,000000388126,/home/felix/fiftyone/coco-2017/train/data/000000388126.jpg,train,calibration,000000388126
coco-rem,000000530999,/home/felix/fiftyone/coco-2017/train/data/000000530999.jpg,train,calibration,000000530999
coco-rem,000000476993,/home/felix/fiftyone/coco-2017/train/data/000000476993.jpg,train,calibration,000000476993
coco-rem,000000393422,/home/felix/fiftyone/coco-2017/train/data/000000393422.jpg,train,calibration,000000393422
coco-rem,000000145994,/home/felix/fiftyone/coco-2017/train/data/000000145994.jpg,train,calibration,000000145994
coco-rem,000000404546,/home/felix/fiftyone/coco-2017/train/data/000000404546.jpg,train,calibration,000000404546
coco-rem,000000447785,/home/felix/fiftyone/coco-2017/train/data/000000447785.jpg,train,calibration,000000447785
coco-rem,000000434413,/home/felix/fiftyone/coco-2017/train/data/000000434413.jpg,train,calibration,000000434413
coco-rem,000000186405,/home/felix/fiftyone/coco-2017/train/data/000000186405.jpg,train,calibration,000000186405
coco-rem,000000316879,/home/felix/fiftyone/coco-2017/train/data/000000316879.jpg,train,calibration,000000316879
coco-rem,000000151432,/home/felix/fiftyone/coco-2017/train/data/000000151432.jpg,train,calibration,000000151432
coco-rem,000000028506,/home/felix/fiftyone/coco-2017/train/data/000000028506.jpg,train,calibration,000000028506
coco-rem,000000057969,/home/felix/fiftyone/coco-2017/train/data/000000057969.jpg,train,calibration,000000057969
coco-rem,000000096514,/home/felix/fiftyone/coco-2017/train/data/000000096514.jpg,train,calibration,000000096514
coco-rem,000000090137,/home/felix/fiftyone/coco-2017/train/data/000000090137.jpg,train,calibration,000000090137
coco-rem,000000299042,/home/felix/fiftyone/coco-2017/train/data/000000299042.jpg,train,calibration,000000299042
coco-rem,000000009142,/home/felix/fiftyone/coco-2017/train/data/000000009142.jpg,train,calibration,000000009142
coco-rem,000000219842,/home/felix/fiftyone/coco-2017/train/data/000000219842.jpg,train,calibration,000000219842
coco-rem,000000330696,/home/felix/fiftyone/coco-2017/train/data/000000330696.jpg,train,calibration,000000330696
coco-rem,000000055849,/home/felix/fiftyone/coco-2017/train/data/000000055849.jpg,train,calibration,000000055849
coco-rem,000000137072,/home/felix/fiftyone/coco-2017/train/data/000000137072.jpg,train,calibration,000000137072
coco-rem,000000390334,/home/felix/fiftyone/coco-2017/train/data/000000390334.jpg,train,calibration,000000390334
coco-rem,000000147798,/home/felix/fiftyone/coco-2017/train/data/000000147798.jpg,train,calibration,000000147798
coco-rem,000000568653,/home/felix/fiftyone/coco-2017/train/data/000000568653.jpg,train,calibration,000000568653
coco-rem,000000113588,/home/felix/fiftyone/coco-2017/train/data/000000113588.jpg,train,calibration,000000113588
coco-rem,000000486002,/home/felix/fiftyone/coco-2017/train/data/000000486002.jpg,train,calibration,000000486002
coco-rem,000000195896,/home/felix/fiftyone/coco-2017/train/data/000000195896.jpg,train,calibration,000000195896
coco-rem,000000161312,/home/felix/fiftyone/coco-2017/train/data/000000161312.jpg,train,calibration,000000161312
coco-rem,000000298418,/home/felix/fiftyone/coco-2017/train/data/000000298418.jpg,train,calibration,000000298418
coco-rem,000000350514,/home/felix/fiftyone/coco-2017/train/data/000000350514.jpg,train,calibration,000000350514
coco-rem,000000203400,/home/felix/fiftyone/coco-2017/train/data/000000203400.jpg,train,calibration,000000203400
coco-rem,000000317806,/home/felix/fiftyone/coco-2017/train/data/000000317806.jpg,train,calibration,000000317806
coco-rem,000000447765,/home/felix/fiftyone/coco-2017/train/data/000000447765.jpg,train,calibration,000000447765
coco-rem,000000213536,/home/felix/fiftyone/coco-2017/train/data/000000213536.jpg,train,calibration,000000213536
coco-rem,000000371822,/home/felix/fiftyone/coco-2017/train/data/000000371822.jpg,train,calibration,000000371822
coco-rem,000000466533,/home/felix/fiftyone/coco-2017/train/data/000000466533.jpg,train,calibration,000000466533
coco-rem,000000185837,/home/felix/fiftyone/coco-2017/train/data/000000185837.jpg,train,calibration,000000185837
coco-rem,000000310633,/home/felix/fiftyone/coco-2017/train/data/000000310633.jpg,train,calibration,000000310633
coco-rem,000000511393,/home/felix/fiftyone/coco-2017/train/data/000000511393.jpg,train,calibration,000000511393
coco-rem,000000020925,/home/felix/fiftyone/coco-2017/train/data/000000020925.jpg,train,calibration,000000020925
coco-rem,000000036739,/home/felix/fiftyone/coco-2017/train/data/000000036739.jpg,train,calibration,000000036739
coco-rem,000000480057,/home/felix/fiftyone/coco-2017/train/data/000000480057.jpg,train,calibration,000000480057
coco-rem,000000136002,/home/felix/fiftyone/coco-2017/train/data/000000136002.jpg,train,calibration,000000136002
coco-rem,000000170780,/home/felix/fiftyone/coco-2017/train/data/000000170780.jpg,train,calibration,000000170780
coco-rem,000000267349,/home/felix/fiftyone/coco-2017/train/data/000000267349.jpg,train,calibration,000000267349
coco-rem,000000378613,/home/felix/fiftyone/coco-2017/train/data/000000378613.jpg,train,calibration,000000378613
coco-rem,000000440726,/home/felix/fiftyone/coco-2017/train/data/000000440726.jpg,train,calibration,000000440726
coco-rem,000000433545,/home/felix/fiftyone/coco-2017/train/data/000000433545.jpg,train,calibration,000000433545
coco-rem,000000493953,/home/felix/fiftyone/coco-2017/train/data/000000493953.jpg,train,calibration,000000493953
coco-rem,000000504306,/home/felix/fiftyone/coco-2017/train/data/000000504306.jpg,train,calibration,000000504306
coco-rem,000000051862,/home/felix/fiftyone/coco-2017/train/data/000000051862.jpg,train,calibration,000000051862
coco-rem,000000563606,/home/felix/fiftyone/coco-2017/train/data/000000563606.jpg,train,calibration,000000563606
coco-rem,000000324688,/home/felix/fiftyone/coco-2017/train/data/000000324688.jpg,train,calibration,000000324688
coco-rem,000000401541,/home/felix/fiftyone/coco-2017/train/data/000000401541.jpg,train,calibration,000000401541
coco-rem,000000252314,/home/felix/fiftyone/coco-2017/train/data/000000252314.jpg,train,calibration,000000252314
coco-rem,000000189404,/home/felix/fiftyone/coco-2017/train/data/000000189404.jpg,train,calibration,000000189404
coco-rem,000000298481,/home/felix/fiftyone/coco-2017/train/data/000000298481.jpg,train,calibration,000000298481
coco-rem,000000398454,/home/felix/fiftyone/coco-2017/train/data/000000398454.jpg,train,calibration,000000398454
coco-rem,000000471409,/home/felix/fiftyone/coco-2017/train/data/000000471409.jpg,train,calibration,000000471409
coco-rem,000000574248,/home/felix/fiftyone/coco-2017/train/data/000000574248.jpg,train,calibration,000000574248
coco-rem,000000360400,/home/felix/fiftyone/coco-2017/train/data/000000360400.jpg,train,calibration,000000360400
coco-rem,000000140919,/home/felix/fiftyone/coco-2017/train/data/000000140919.jpg,train,calibration,000000140919
coco-rem,000000341868,/home/felix/fiftyone/coco-2017/train/data/000000341868.jpg,train,calibration,000000341868
coco-rem,000000111142,/home/felix/fiftyone/coco-2017/train/data/000000111142.jpg,train,calibration,000000111142
coco-rem,000000406895,/home/felix/fiftyone/coco-2017/train/data/000000406895.jpg,train,calibration,000000406895
coco-rem,000000426675,/home/felix/fiftyone/coco-2017/train/data/000000426675.jpg,train,calibration,000000426675
coco-rem,000000471981,/home/felix/fiftyone/coco-2017/train/data/000000471981.jpg,train,calibration,000000471981
coco-rem,000000561027,/home/felix/fiftyone/coco-2017/train/data/000000561027.jpg,train,calibration,000000561027
coco-rem,000000407864,/home/felix/fiftyone/coco-2017/train/data/000000407864.jpg,train,calibration,000000407864
coco-rem,000000413334,/home/felix/fiftyone/coco-2017/train/data/000000413334.jpg,train,calibration,000000413334
coco-rem,000000110901,/home/felix/fiftyone/coco-2017/train/data/000000110901.jpg,train,calibration,000000110901
coco-rem,000000364691,/home/felix/fiftyone/coco-2017/train/data/000000364691.jpg,train,calibration,000000364691
coco-rem,000000323734,/home/felix/fiftyone/coco-2017/train/data/000000323734.jpg,train,calibration,000000323734
coco-rem,000000033901,/home/felix/fiftyone/coco-2017/train/data/000000033901.jpg,train,calibration,000000033901
coco-rem,000000268731,/home/felix/fiftyone/coco-2017/train/data/000000268731.jpg,train,calibration,000000268731
coco-rem,000000115681,/home/felix/fiftyone/coco-2017/train/data/000000115681.jpg,train,calibration,000000115681
coco-rem,000000565932,/home/felix/fiftyone/coco-2017/train/data/000000565932.jpg,train,calibration,000000565932
coco-rem,000000314125,/home/felix/fiftyone/coco-2017/train/data/000000314125.jpg,train,calibration,000000314125
coco-rem,000000201010,/home/felix/fiftyone/coco-2017/train/data/000000201010.jpg,train,calibration,000000201010
coco-rem,000000052527,/home/felix/fiftyone/coco-2017/train/data/000000052527.jpg,train,calibration,000000052527
coco-rem,000000553297,/home/felix/fiftyone/coco-2017/train/data/000000553297.jpg,train,calibration,000000553297
coco-rem,000000355124,/home/felix/fiftyone/coco-2017/train/data/000000355124.jpg,train,calibration,000000355124
coco-rem,000000231889,/home/felix/fiftyone/coco-2017/train/data/000000231889.jpg,train,calibration,000000231889
coco-rem,000000247167,/home/felix/fiftyone/coco-2017/train/data/000000247167.jpg,train,calibration,000000247167
coco-rem,000000164772,/home/felix/fiftyone/coco-2017/train/data/000000164772.jpg,train,calibration,000000164772
coco-rem,000000198079,/home/felix/fiftyone/coco-2017/train/data/000000198079.jpg,train,calibration,000000198079
coco-rem,000000207219,/home/felix/fiftyone/coco-2017/train/data/000000207219.jpg,train,calibration,000000207219
coco-rem,000000532768,/home/felix/fiftyone/coco-2017/train/data/000000532768.jpg,train,calibration,000000532768
coco-rem,000000198798,/home/felix/fiftyone/coco-2017/train/data/000000198798.jpg,train,calibration,000000198798
coco-rem,000000015968,/home/felix/fiftyone/coco-2017/train/data/000000015968.jpg,train,calibration,000000015968
coco-rem,000000533039,/home/felix/fiftyone/coco-2017/train/data/000000533039.jpg,train,calibration,000000533039
coco-rem,000000483285,/home/felix/fiftyone/coco-2017/train/data/000000483285.jpg,train,calibration,000000483285
coco-rem,000000002142,/home/felix/fiftyone/coco-2017/train/data/000000002142.jpg,train,calibration,000000002142
coco-rem,000000295359,/home/felix/fiftyone/coco-2017/train/data/000000295359.jpg,train,calibration,000000295359
coco-rem,000000225543,/home/felix/fiftyone/coco-2017/train/data/000000225543.jpg,train,calibration,000000225543
coco-rem,000000500904,/home/felix/fiftyone/coco-2017/train/data/000000500904.jpg,train,calibration,000000500904
coco-rem,000000460458,/home/felix/fiftyone/coco-2017/train/data/000000460458.jpg,train,calibration,000000460458
coco-rem,000000329940,/home/felix/fiftyone/coco-2017/train/data/000000329940.jpg,train,calibration,000000329940
coco-rem,000000501694,/home/felix/fiftyone/coco-2017/train/data/000000501694.jpg,train,calibration,000000501694
coco-rem,000000121651,/home/felix/fiftyone/coco-2017/train/data/000000121651.jpg,train,calibration,000000121651
coco-rem,000000286720,/home/felix/fiftyone/coco-2017/train/data/000000286720.jpg,train,calibration,000000286720
coco-rem,000000363100,/home/felix/fiftyone/coco-2017/train/data/000000363100.jpg,train,calibration,000000363100
coco-rem,000000246576,/home/felix/fiftyone/coco-2017/train/data/000000246576.jpg,train,calibration,000000246576
coco-rem,000000204867,/home/felix/fiftyone/coco-2017/train/data/000000204867.jpg,train,calibration,000000204867
coco-rem,000000327768,/home/felix/fiftyone/coco-2017/train/data/000000327768.jpg,train,calibration,000000327768
coco-rem,000000395840,/home/felix/fiftyone/coco-2017/train/data/000000395840.jpg,train,calibration,000000395840
coco-rem,000000373997,/home/felix/fiftyone/coco-2017/train/data/000000373997.jpg,train,calibration,000000373997
coco-rem,000000481267,/home/felix/fiftyone/coco-2017/train/data/000000481267.jpg,train,calibration,000000481267
coco-rem,000000159392,/home/felix/fiftyone/coco-2017/train/data/000000159392.jpg,train,calibration,000000159392
coco-rem,000000174499,/home/felix/fiftyone/coco-2017/train/data/000000174499.jpg,train,calibration,000000174499
coco-rem,000000245825,/home/felix/fiftyone/coco-2017/train/data/000000245825.jpg,train,calibration,000000245825
coco-rem,000000052320,/home/felix/fiftyone/coco-2017/train/data/000000052320.jpg,train,calibration,000000052320
coco-rem,000000049851,/home/felix/fiftyone/coco-2017/train/data/000000049851.jpg,train,calibration,000000049851
coco-rem,000000193095,/home/felix/fiftyone/coco-2017/train/data/000000193095.jpg,train,calibration,000000193095
coco-rem,000000213586,/home/felix/fiftyone/coco-2017/train/data/000000213586.jpg,train,calibration,000000213586
coco-rem,000000192747,/home/felix/fiftyone/coco-2017/train/data/000000192747.jpg,train,calibration,000000192747
coco-rem,000000097099,/home/felix/fiftyone/coco-2017/train/data/000000097099.jpg,train,calibration,000000097099
coco-rem,000000500457,/home/felix/fiftyone/coco-2017/train/data/000000500457.jpg,train,calibration,000000500457
coco-rem,000000062464,/home/felix/fiftyone/coco-2017/train/data/000000062464.jpg,train,calibration,000000062464
coco-rem,000000489100,/home/felix/fiftyone/coco-2017/train/data/000000489100.jpg,train,calibration,000000489100
coco-rem,000000106722,/home/felix/fiftyone/coco-2017/train/data/000000106722.jpg,train,calibration,000000106722
coco-rem,000000409016,/home/felix/fiftyone/coco-2017/train/data/000000409016.jpg,train,calibration,000000409016
coco-rem,000000581065,/home/felix/fiftyone/coco-2017/train/data/000000581065.jpg,train,calibration,000000581065
coco-rem,000000183809,/home/felix/fiftyone/coco-2017/train/data/000000183809.jpg,train,calibration,000000183809
coco-rem,000000257575,/home/felix/fiftyone/coco-2017/train/data/000000257575.jpg,train,calibration,000000257575
coco-rem,000000338838,/home/felix/fiftyone/coco-2017/train/data/000000338838.jpg,train,calibration,000000338838
coco-rem,000000293293,/home/felix/fiftyone/coco-2017/train/data/000000293293.jpg,train,calibration,000000293293
coco-rem,000000044454,/home/felix/fiftyone/coco-2017/train/data/000000044454.jpg,train,calibration,000000044454
coco-rem,000000500139,/home/felix/fiftyone/coco-2017/train/data/000000500139.jpg,train,calibration,000000500139
coco-rem,000000339715,/home/felix/fiftyone/coco-2017/train/data/000000339715.jpg,train,calibration,000000339715
coco-rem,000000530287,/home/felix/fiftyone/coco-2017/train/data/000000530287.jpg,train,calibration,000000530287
coco-rem,000000406071,/home/felix/fiftyone/coco-2017/train/data/000000406071.jpg,train,calibration,000000406071
coco-rem,000000349410,/home/felix/fiftyone/coco-2017/train/data/000000349410.jpg,train,calibration,000000349410
coco-rem,000000031339,/home/felix/fiftyone/coco-2017/train/data/000000031339.jpg,train,calibration,000000031339
coco-rem,000000280370,/home/felix/fiftyone/coco-2017/train/data/000000280370.jpg,train,calibration,000000280370
coco-rem,000000553852,/home/felix/fiftyone/coco-2017/train/data/000000553852.jpg,train,calibration,000000553852
coco-rem,000000122231,/home/felix/fiftyone/coco-2017/train/data/000000122231.jpg,train,calibration,000000122231
coco-rem,000000542048,/home/felix/fiftyone/coco-2017/train/data/000000542048.jpg,train,calibration,000000542048
coco-rem,000000514790,/home/felix/fiftyone/coco-2017/train/data/000000514790.jpg,train,calibration,000000514790
coco-rem,000000321410,/home/felix/fiftyone/coco-2017/train/data/000000321410.jpg,train,calibration,000000321410
coco-rem,000000005174,/home/felix/fiftyone/coco-2017/train/data/000000005174.jpg,train,calibration,000000005174
coco-rem,000000275608,/home/felix/fiftyone/coco-2017/train/data/000000275608.jpg,train,calibration,000000275608
coco-rem,000000469294,/home/felix/fiftyone/coco-2017/train/data/000000469294.jpg,train,calibration,000000469294
coco-rem,000000317131,/home/felix/fiftyone/coco-2017/train/data/000000317131.jpg,train,calibration,000000317131
coco-rem,000000169211,/home/felix/fiftyone/coco-2017/train/data/000000169211.jpg,train,calibration,000000169211
coco-rem,000000561903,/home/felix/fiftyone/coco-2017/train/data/000000561903.jpg,train,calibration,000000561903
coco-rem,000000248476,/home/felix/fiftyone/coco-2017/train/data/000000248476.jpg,train,calibration,000000248476
coco-rem,000000180389,/home/felix/fiftyone/coco-2017/train/data/000000180389.jpg,train,calibration,000000180389
coco-rem,000000270708,/home/felix/fiftyone/coco-2017/train/data/000000270708.jpg,train,calibration,000000270708
coco-rem,000000498738,/home/felix/fiftyone/coco-2017/train/data/000000498738.jpg,train,calibration,000000498738
coco-rem,000000422677,/home/felix/fiftyone/coco-2017/train/data/000000422677.jpg,train,calibration,000000422677
coco-rem,000000449944,/home/felix/fiftyone/coco-2017/train/data/000000449944.jpg,train,calibration,000000449944
coco-rem,000000306803,/home/felix/fiftyone/coco-2017/train/data/000000306803.jpg,train,calibration,000000306803
coco-rem,000000339987,/home/felix/fiftyone/coco-2017/train/data/000000339987.jpg,train,calibration,000000339987
coco-rem,000000255213,/home/felix/fiftyone/coco-2017/train/data/000000255213.jpg,train,calibration,000000255213
coco-rem,000000303538,/home/felix/fiftyone/coco-2017/train/data/000000303538.jpg,train,calibration,000000303538
coco-rem,000000196460,/home/felix/fiftyone/coco-2017/train/data/000000196460.jpg,train,calibration,000000196460
coco-rem,000000209380,/home/felix/fiftyone/coco-2017/train/data/000000209380.jpg,train,calibration,000000209380
coco-rem,000000401455,/home/felix/fiftyone/coco-2017/train/data/000000401455.jpg,train,calibration,000000401455
coco-rem,000000216072,/home/felix/fiftyone/coco-2017/train/data/000000216072.jpg,train,calibration,000000216072
coco-rem,000000579752,/home/felix/fiftyone/coco-2017/train/data/000000579752.jpg,train,calibration,000000579752
coco-rem,000000398067,/home/felix/fiftyone/coco-2017/train/data/000000398067.jpg,train,calibration,000000398067
coco-rem,000000525971,/home/felix/fiftyone/coco-2017/train/data/000000525971.jpg,train,calibration,000000525971
coco-rem,000000076254,/home/felix/fiftyone/coco-2017/train/data/000000076254.jpg,train,calibration,000000076254
coco-rem,000000386032,/home/felix/fiftyone/coco-2017/train/data/000000386032.jpg,train,calibration,000000386032
coco-rem,000000125769,/home/felix/fiftyone/coco-2017/train/data/000000125769.jpg,train,calibration,000000125769
coco-rem,000000374846,/home/felix/fiftyone/coco-2017/train/data/000000374846.jpg,train,calibration,000000374846
coco-rem,000000302945,/home/felix/fiftyone/coco-2017/train/data/000000302945.jpg,train,calibration,000000302945
coco-rem,000000223078,/home/felix/fiftyone/coco-2017/train/data/000000223078.jpg,train,calibration,000000223078
coco-rem,000000182317,/home/felix/fiftyone/coco-2017/train/data/000000182317.jpg,train,calibration,000000182317
coco-rem,000000075032,/home/felix/fiftyone/coco-2017/train/data/000000075032.jpg,train,calibration,000000075032
coco-rem,000000336286,/home/felix/fiftyone/coco-2017/train/data/000000336286.jpg,train,calibration,000000336286
coco-rem,000000450897,/home/felix/fiftyone/coco-2017/train/data/000000450897.jpg,train,calibration,000000450897
coco-rem,000000407783,/home/felix/fiftyone/coco-2017/train/data/000000407783.jpg,train,calibration,000000407783
coco-rem,000000196320,/home/felix/fiftyone/coco-2017/train/data/000000196320.jpg,train,calibration,000000196320
coco-rem,000000471871,/home/felix/fiftyone/coco-2017/train/data/000000471871.jpg,train,calibration,000000471871
coco-rem,000000198930,/home/felix/fiftyone/coco-2017/train/data/000000198930.jpg,train,calibration,000000198930
coco-rem,000000427163,/home/felix/fiftyone/coco-2017/train/data/000000427163.jpg,train,calibration,000000427163
coco-rem,000000129370,/home/felix/fiftyone/coco-2017/train/data/000000129370.jpg,train,calibration,000000129370
coco-rem,000000460964,/home/felix/fiftyone/coco-2017/train/data/000000460964.jpg,train,calibration,000000460964
coco-rem,000000050695,/home/felix/fiftyone/coco-2017/train/data/000000050695.jpg,train,calibration,000000050695
coco-rem,000000517869,/home/felix/fiftyone/coco-2017/train/data/000000517869.jpg,train,calibration,000000517869
coco-rem,000000578591,/home/felix/fiftyone/coco-2017/train/data/000000578591.jpg,train,calibration,000000578591
coco-rem,000000376196,/home/felix/fiftyone/coco-2017/train/data/000000376196.jpg,train,calibration,000000376196
coco-rem,000000153727,/home/felix/fiftyone/coco-2017/train/data/000000153727.jpg,train,calibration,000000153727
coco-rem,000000030289,/home/felix/fiftyone/coco-2017/train/data/000000030289.jpg,train,calibration,000000030289
coco-rem,000000504654,/home/felix/fiftyone/coco-2017/train/data/000000504654.jpg,train,calibration,000000504654
coco-rem,000000052498,/home/felix/fiftyone/coco-2017/train/data/000000052498.jpg,train,calibration,000000052498
coco-rem,000000099583,/home/felix/fiftyone/coco-2017/train/data/000000099583.jpg,train,calibration,000000099583
coco-rem,000000251124,/home/felix/fiftyone/coco-2017/train/data/000000251124.jpg,train,calibration,000000251124
coco-rem,000000112372,/home/felix/fiftyone/coco-2017/train/data/000000112372.jpg,train,calibration,000000112372
coco-rem,000000384482,/home/felix/fiftyone/coco-2017/train/data/000000384482.jpg,train,calibration,000000384482
