image_id,level,dataset,partition,prompt_strategy
000000544329,3,coco-rem,calibration,zeroshot
000000163138,3,coco-rem,calibration,zeroshot
000000227422,3,coco-rem,calibration,zeroshot
000000400975,1,coco-rem,calibration,zeroshot
000000229529,3,coco-rem,calibration,zeroshot
000000546159,4,coco-rem,calibration,zeroshot
000000256284,4,coco-rem,calibration,zeroshot
000000029593,2,coco-rem,calibration,zeroshot
000000085956,2,coco-rem,calibration,zeroshot
000000034475,4,coco-rem,calibration,zeroshot
000000017966,3,coco-rem,calibration,zeroshot
000000351554,2,coco-rem,calibration,zeroshot
000000565625,2,coco-rem,calibration,zeroshot
000000028010,3,coco-rem,calibration,zeroshot
000000469896,3,coco-rem,calibration,zeroshot
000000427382,3,coco-rem,calibration,zeroshot
000000566927,3,coco-rem,calibration,zeroshot
000000499274,3,coco-rem,calibration,zeroshot
000000244317,3,coco-rem,calibration,zeroshot
000000512380,2,coco-rem,calibration,zeroshot
000000230991,3,coco-rem,calibration,zeroshot
000000516782,3,coco-rem,calibration,zeroshot
000000423165,3,coco-rem,calibration,zeroshot
000000432569,2,coco-rem,calibration,zeroshot
000000545181,2,coco-rem,calibration,zeroshot
000000575909,1,coco-rem,calibration,zeroshot
000000395749,3,coco-rem,calibration,zeroshot
000000140473,3,coco-rem,calibration,zeroshot
000000102634,3,coco-rem,calibration,zeroshot
000000191280,3,coco-rem,calibration,zeroshot
000000396862,3,coco-rem,calibration,zeroshot
000000542325,3,coco-rem,calibration,zeroshot
000000006451,2,coco-rem,calibration,zeroshot
000000373758,3,coco-rem,calibration,zeroshot
000000427232,4,coco-rem,calibration,zeroshot
000000435750,2,coco-rem,calibration,zeroshot
000000284386,3,coco-rem,calibration,zeroshot
000000402378,2,coco-rem,calibration,zeroshot
000000344190,3,coco-rem,calibration,zeroshot
000000519035,3,coco-rem,calibration,zeroshot
000000230548,3,coco-rem,calibration,zeroshot
000000141587,3,coco-rem,calibration,zeroshot
000000323599,2,coco-rem,calibration,zeroshot
000000552159,3,coco-rem,calibration,zeroshot
000000383210,3,coco-rem,calibration,zeroshot
000000019157,3,coco-rem,calibration,zeroshot
000000483047,2,coco-rem,calibration,zeroshot
000000325836,3,coco-rem,calibration,zeroshot
000000530631,4,coco-rem,calibration,zeroshot
000000372625,3,coco-rem,calibration,zeroshot
000000215092,2,coco-rem,calibration,zeroshot
000000281210,2,coco-rem,calibration,zeroshot
000000023035,2,coco-rem,calibration,zeroshot
000000207805,3,coco-rem,calibration,zeroshot
000000469195,2,coco-rem,calibration,zeroshot
000000233365,2,coco-rem,calibration,zeroshot
000000496687,2,coco-rem,calibration,zeroshot
000000385577,3,coco-rem,calibration,zeroshot
000000165750,3,coco-rem,calibration,zeroshot
000000239458,2,coco-rem,calibration,zeroshot
000000198557,3,coco-rem,calibration,zeroshot
000000191716,3,coco-rem,calibration,zeroshot
000000275930,3,coco-rem,calibration,zeroshot
000000546952,4,coco-rem,calibration,zeroshot
000000211186,3,coco-rem,calibration,zeroshot
000000454867,2,coco-rem,calibration,zeroshot
000000010785,3,coco-rem,calibration,zeroshot
000000331162,3,coco-rem,calibration,zeroshot
000000334752,3,coco-rem,calibration,zeroshot
000000102056,3,coco-rem,calibration,zeroshot
000000151375,3,coco-rem,calibration,zeroshot
000000428079,2,coco-rem,calibration,zeroshot
000000290282,2,coco-rem,calibration,zeroshot
000000350514,3,coco-rem,calibration,zeroshot
000000450800,3,coco-rem,calibration,zeroshot
000000458802,4,coco-rem,calibration,zeroshot
000000234091,2,coco-rem,calibration,zeroshot
000000270586,3,coco-rem,calibration,zeroshot
000000300782,2,coco-rem,calibration,zeroshot
000000131084,2,coco-rem,calibration,zeroshot
000000250578,3,coco-rem,calibration,zeroshot
000000211172,2,coco-rem,calibration,zeroshot
000000215407,2,coco-rem,calibration,zeroshot
000000062017,2,coco-rem,calibration,zeroshot
000000458361,3,coco-rem,calibration,zeroshot
000000172492,3,coco-rem,calibration,zeroshot
000000419819,2,coco-rem,calibration,zeroshot
000000550056,4,coco-rem,calibration,zeroshot
000000491872,2,coco-rem,calibration,zeroshot
000000496430,3,coco-rem,calibration,zeroshot
000000235683,4,coco-rem,calibration,zeroshot
000000268927,2,coco-rem,calibration,zeroshot
000000160815,4,coco-rem,calibration,zeroshot
000000047952,3,coco-rem,calibration,zeroshot
000000061945,3,coco-rem,calibration,zeroshot
000000338156,2,coco-rem,calibration,zeroshot
000000429990,2,coco-rem,calibration,zeroshot
000000175334,2,coco-rem,calibration,zeroshot
000000418692,3,coco-rem,calibration,zeroshot
000000140352,3,coco-rem,calibration,zeroshot
000000441824,3,coco-rem,calibration,zeroshot
000000412914,3,coco-rem,calibration,zeroshot
000000485946,2,coco-rem,calibration,zeroshot
000000067776,2,coco-rem,calibration,zeroshot
000000366651,3,coco-rem,calibration,zeroshot
000000045840,3,coco-rem,calibration,zeroshot
000000565070,2,coco-rem,calibration,zeroshot
000000518932,3,coco-rem,calibration,zeroshot
000000383389,3,coco-rem,calibration,zeroshot
000000470004,3,coco-rem,calibration,zeroshot
000000100560,3,coco-rem,calibration,zeroshot
000000234728,3,coco-rem,calibration,zeroshot
000000574208,3,coco-rem,calibration,zeroshot
000000435764,3,coco-rem,calibration,zeroshot
000000258676,2,coco-rem,calibration,zeroshot
000000458156,1,coco-rem,calibration,zeroshot
000000431853,4,coco-rem,calibration,zeroshot
000000433446,3,coco-rem,calibration,zeroshot
000000572572,3,coco-rem,calibration,zeroshot
000000050960,2,coco-rem,calibration,zeroshot
000000521652,3,coco-rem,calibration,zeroshot
000000132067,3,coco-rem,calibration,zeroshot
000000189129,2,coco-rem,calibration,zeroshot
000000015919,3,coco-rem,calibration,zeroshot
000000271897,2,coco-rem,calibration,zeroshot
000000533677,3,coco-rem,calibration,zeroshot
000000263668,3,coco-rem,calibration,zeroshot
000000267691,3,coco-rem,calibration,zeroshot
000000286450,2,coco-rem,calibration,zeroshot
000000490244,3,coco-rem,calibration,zeroshot
000000160866,4,coco-rem,calibration,zeroshot
000000477718,3,coco-rem,calibration,zeroshot
000000576397,3,coco-rem,calibration,zeroshot
000000547644,3,coco-rem,calibration,zeroshot
000000221044,4,coco-rem,calibration,zeroshot
000000107797,3,coco-rem,calibration,zeroshot
000000220187,3,coco-rem,calibration,zeroshot
000000382729,2,coco-rem,calibration,zeroshot
000000248771,3,coco-rem,calibration,zeroshot
000000555101,3,coco-rem,calibration,zeroshot
000000103804,3,coco-rem,calibration,zeroshot
000000198724,2,coco-rem,calibration,zeroshot
000000297175,3,coco-rem,calibration,zeroshot
000000160139,2,coco-rem,calibration,zeroshot
000000145699,2,coco-rem,calibration,zeroshot
000000237372,3,coco-rem,calibration,zeroshot
000000106043,4,coco-rem,calibration,zeroshot
000000537337,3,coco-rem,calibration,zeroshot
000000236630,3,coco-rem,calibration,zeroshot
000000258136,2,coco-rem,calibration,zeroshot
000000111245,2,coco-rem,calibration,zeroshot
000000028806,3,coco-rem,calibration,zeroshot
000000530313,4,coco-rem,calibration,zeroshot
000000198508,4,coco-rem,calibration,zeroshot
000000507263,3,coco-rem,calibration,zeroshot
000000043226,3,coco-rem,calibration,zeroshot
000000310772,3,coco-rem,calibration,zeroshot
000000525087,3,coco-rem,calibration,zeroshot
000000209904,4,coco-rem,calibration,zeroshot
000000439837,3,coco-rem,calibration,zeroshot
000000022482,3,coco-rem,calibration,zeroshot
000000550842,3,coco-rem,calibration,zeroshot
000000370831,3,coco-rem,calibration,zeroshot
000000550392,2,coco-rem,calibration,zeroshot
000000202842,3,coco-rem,calibration,zeroshot
000000032044,3,coco-rem,calibration,zeroshot
000000150212,2,coco-rem,calibration,zeroshot
000000011209,3,coco-rem,calibration,zeroshot
000000324962,2,coco-rem,calibration,zeroshot
000000488731,3,coco-rem,calibration,zeroshot
000000288724,3,coco-rem,calibration,zeroshot
000000446354,3,coco-rem,calibration,zeroshot
000000121718,3,coco-rem,calibration,zeroshot
000000365205,3,coco-rem,calibration,zeroshot
000000486571,3,coco-rem,calibration,zeroshot
000000458611,3,coco-rem,calibration,zeroshot
000000574135,4,coco-rem,calibration,zeroshot
000000284366,3,coco-rem,calibration,zeroshot
000000365652,4,coco-rem,calibration,zeroshot
000000379672,3,coco-rem,calibration,zeroshot
000000442232,3,coco-rem,calibration,zeroshot
000000289510,3,coco-rem,calibration,zeroshot
000000536200,3,coco-rem,calibration,zeroshot
000000515837,3,coco-rem,calibration,zeroshot
000000162887,3,coco-rem,calibration,zeroshot
000000215215,1,coco-rem,calibration,zeroshot
000000300786,4,coco-rem,calibration,zeroshot
000000249273,2,coco-rem,calibration,zeroshot
000000314693,2,coco-rem,calibration,zeroshot
000000357805,3,coco-rem,calibration,zeroshot
000000576709,1,coco-rem,calibration,zeroshot
000000227134,1,coco-rem,calibration,zeroshot
000000097365,2,coco-rem,calibration,zeroshot
000000397241,2,coco-rem,calibration,zeroshot
000000384641,3,coco-rem,calibration,zeroshot
000000458870,2,coco-rem,calibration,zeroshot
000000103877,2,coco-rem,calibration,zeroshot
000000149566,2,coco-rem,calibration,zeroshot
000000341189,2,coco-rem,calibration,zeroshot
000000295334,2,coco-rem,calibration,zeroshot
000000119414,2,coco-rem,calibration,zeroshot
000000184889,3,coco-rem,calibration,zeroshot
000000040407,3,coco-rem,calibration,zeroshot
000000303520,3,coco-rem,calibration,zeroshot
000000255741,3,coco-rem,calibration,zeroshot
000000201375,2,coco-rem,calibration,zeroshot
000000459585,3,coco-rem,calibration,zeroshot
000000183007,3,coco-rem,calibration,zeroshot
000000404271,3,coco-rem,calibration,zeroshot
000000280087,3,coco-rem,calibration,zeroshot
000000470770,3,coco-rem,calibration,zeroshot
000000091948,3,coco-rem,calibration,zeroshot
000000428440,3,coco-rem,calibration,zeroshot
000000318200,3,coco-rem,calibration,zeroshot
000000124627,4,coco-rem,calibration,zeroshot
000000353981,3,coco-rem,calibration,zeroshot
000000226136,3,coco-rem,calibration,zeroshot
000000037717,3,coco-rem,calibration,zeroshot
000000030852,2,coco-rem,calibration,zeroshot
000000113898,3,coco-rem,calibration,zeroshot
000000212757,2,coco-rem,calibration,zeroshot
000000432615,3,coco-rem,calibration,zeroshot
000000511774,3,coco-rem,calibration,zeroshot
000000111180,3,coco-rem,calibration,zeroshot
000000409707,3,coco-rem,calibration,zeroshot
000000107216,3,coco-rem,calibration,zeroshot
000000083507,1,coco-rem,calibration,zeroshot
000000448944,2,coco-rem,calibration,zeroshot
000000398419,4,coco-rem,calibration,zeroshot
000000318637,3,coco-rem,calibration,zeroshot
000000449598,3,coco-rem,calibration,zeroshot
000000427449,3,coco-rem,calibration,zeroshot
000000068381,2,coco-rem,calibration,zeroshot
000000293072,3,coco-rem,calibration,zeroshot
000000348702,3,coco-rem,calibration,zeroshot
000000402806,2,coco-rem,calibration,zeroshot
000000185229,3,coco-rem,calibration,zeroshot
000000068003,3,coco-rem,calibration,zeroshot
000000570268,3,coco-rem,calibration,zeroshot
000000468346,4,coco-rem,calibration,zeroshot
000000519076,3,coco-rem,calibration,zeroshot
000000205344,3,coco-rem,calibration,zeroshot
000000366648,3,coco-rem,calibration,zeroshot
000000341232,3,coco-rem,calibration,zeroshot
000000472405,4,coco-rem,calibration,zeroshot
000000363344,3,coco-rem,calibration,zeroshot
000000049369,4,coco-rem,calibration,zeroshot
000000402420,3,coco-rem,calibration,zeroshot
000000025758,3,coco-rem,calibration,zeroshot
000000567495,2,coco-rem,calibration,zeroshot
000000305501,3,coco-rem,calibration,zeroshot
000000470516,3,coco-rem,calibration,zeroshot
000000571185,3,coco-rem,calibration,zeroshot
000000380122,3,coco-rem,calibration,zeroshot
000000487612,3,coco-rem,calibration,zeroshot
000000393735,3,coco-rem,calibration,zeroshot
000000410373,2,coco-rem,calibration,zeroshot
000000416188,2,coco-rem,calibration,zeroshot
000000561047,3,coco-rem,calibration,zeroshot
000000133237,3,coco-rem,calibration,zeroshot
000000266442,3,coco-rem,calibration,zeroshot
000000466665,2,coco-rem,calibration,zeroshot
000000080044,3,coco-rem,calibration,zeroshot
000000519707,3,coco-rem,calibration,zeroshot
000000030548,2,coco-rem,calibration,zeroshot
000000059584,2,coco-rem,calibration,zeroshot
000000267284,4,coco-rem,calibration,zeroshot
000000459537,3,coco-rem,calibration,zeroshot
000000401398,3,coco-rem,calibration,zeroshot
000000247909,4,coco-rem,calibration,zeroshot
000000512845,2,coco-rem,calibration,zeroshot
000000215376,2,coco-rem,calibration,zeroshot
000000555847,2,coco-rem,calibration,zeroshot
000000418653,2,coco-rem,calibration,zeroshot
000000529787,2,coco-rem,calibration,zeroshot
000000356733,3,coco-rem,calibration,zeroshot
000000541999,3,coco-rem,calibration,zeroshot
000000082275,2,coco-rem,calibration,zeroshot
000000026436,3,coco-rem,calibration,zeroshot
000000217054,2,coco-rem,calibration,zeroshot
000000364683,3,coco-rem,calibration,zeroshot
000000049095,3,coco-rem,calibration,zeroshot
000000246342,3,coco-rem,calibration,zeroshot
000000426252,3,coco-rem,calibration,zeroshot
000000402671,3,coco-rem,calibration,zeroshot
000000310906,3,coco-rem,calibration,zeroshot
000000161603,4,coco-rem,calibration,zeroshot
000000376911,3,coco-rem,calibration,zeroshot
000000132212,3,coco-rem,calibration,zeroshot
000000364010,3,coco-rem,calibration,zeroshot
000000114173,2,coco-rem,calibration,zeroshot
000000405271,3,coco-rem,calibration,zeroshot
000000145211,3,coco-rem,calibration,zeroshot
000000415856,3,coco-rem,calibration,zeroshot
000000231267,2,coco-rem,calibration,zeroshot
000000027776,3,coco-rem,calibration,zeroshot
000000328412,3,coco-rem,calibration,zeroshot
000000016362,4,coco-rem,calibration,zeroshot
000000264930,3,coco-rem,calibration,zeroshot
000000441473,3,coco-rem,calibration,zeroshot
000000170601,2,coco-rem,calibration,zeroshot
000000536237,3,coco-rem,calibration,zeroshot
000000128553,3,coco-rem,calibration,zeroshot
000000046809,2,coco-rem,calibration,zeroshot
000000448826,3,coco-rem,calibration,zeroshot
000000181876,3,coco-rem,calibration,zeroshot
000000052827,2,coco-rem,calibration,zeroshot
000000389159,3,coco-rem,calibration,zeroshot
000000485142,2,coco-rem,calibration,zeroshot
000000578060,3,coco-rem,calibration,zeroshot
000000464296,2,coco-rem,calibration,zeroshot
000000379630,3,coco-rem,calibration,zeroshot
000000155496,3,coco-rem,calibration,zeroshot
000000557065,2,coco-rem,calibration,zeroshot
000000447983,1,coco-rem,calibration,zeroshot
000000181851,3,coco-rem,calibration,zeroshot
000000155270,3,coco-rem,calibration,zeroshot
000000460496,3,coco-rem,calibration,zeroshot
000000288219,3,coco-rem,calibration,zeroshot
000000512864,2,coco-rem,calibration,zeroshot
000000124002,3,coco-rem,calibration,zeroshot
000000134697,3,coco-rem,calibration,zeroshot
000000579909,3,coco-rem,calibration,zeroshot
000000065955,3,coco-rem,calibration,zeroshot
000000024264,2,coco-rem,calibration,zeroshot
000000426064,3,coco-rem,calibration,zeroshot
000000319142,2,coco-rem,calibration,zeroshot
000000193444,3,coco-rem,calibration,zeroshot
000000397365,3,coco-rem,calibration,zeroshot
000000529061,3,coco-rem,calibration,zeroshot
000000184431,3,coco-rem,calibration,zeroshot
000000110759,3,coco-rem,calibration,zeroshot
000000151892,3,coco-rem,calibration,zeroshot
000000030210,3,coco-rem,calibration,zeroshot
000000403830,3,coco-rem,calibration,zeroshot
000000240243,3,coco-rem,calibration,zeroshot
000000396661,4,coco-rem,calibration,zeroshot
000000421889,2,coco-rem,calibration,zeroshot
000000404222,3,coco-rem,calibration,zeroshot
000000121690,2,coco-rem,calibration,zeroshot
000000364436,3,coco-rem,calibration,zeroshot
000000351268,1,coco-rem,calibration,zeroshot
000000434326,2,coco-rem,calibration,zeroshot
000000021674,3,coco-rem,calibration,zeroshot
000000475403,3,coco-rem,calibration,zeroshot
000000424989,3,coco-rem,calibration,zeroshot
000000104211,3,coco-rem,calibration,zeroshot
000000251232,3,coco-rem,calibration,zeroshot
000000013292,2,coco-rem,calibration,zeroshot
000000319591,2,coco-rem,calibration,zeroshot
000000061409,3,coco-rem,calibration,zeroshot
000000053361,3,coco-rem,calibration,zeroshot
000000231362,3,coco-rem,calibration,zeroshot
000000007625,3,coco-rem,calibration,zeroshot
000000287228,2,coco-rem,calibration,zeroshot
000000107516,3,coco-rem,calibration,zeroshot
000000245505,1,coco-rem,calibration,zeroshot
000000463452,2,coco-rem,calibration,zeroshot
000000147591,4,coco-rem,calibration,zeroshot
000000190700,3,coco-rem,calibration,zeroshot
000000095422,3,coco-rem,calibration,zeroshot
000000258017,2,coco-rem,calibration,zeroshot
000000175830,2,coco-rem,calibration,zeroshot
000000211158,3,coco-rem,calibration,zeroshot
000000133609,3,coco-rem,calibration,zeroshot
000000382345,3,coco-rem,calibration,zeroshot
000000217938,3,coco-rem,calibration,zeroshot
000000320137,3,coco-rem,calibration,zeroshot
000000409239,2,coco-rem,calibration,zeroshot
000000536366,2,coco-rem,calibration,zeroshot
000000177323,3,coco-rem,calibration,zeroshot
000000048719,3,coco-rem,calibration,zeroshot
000000258089,3,coco-rem,calibration,zeroshot
000000497873,3,coco-rem,calibration,zeroshot
000000111824,2,coco-rem,calibration,zeroshot
000000524059,3,coco-rem,calibration,zeroshot
000000091969,2,coco-rem,calibration,zeroshot
000000101573,2,coco-rem,calibration,zeroshot
000000108392,4,coco-rem,calibration,zeroshot
000000185555,4,coco-rem,calibration,zeroshot
000000402855,3,coco-rem,calibration,zeroshot
000000333124,2,coco-rem,calibration,zeroshot
000000392985,2,coco-rem,calibration,zeroshot
000000307272,3,coco-rem,calibration,zeroshot
000000377155,3,coco-rem,calibration,zeroshot
000000150717,3,coco-rem,calibration,zeroshot
000000448759,2,coco-rem,calibration,zeroshot
000000535013,2,coco-rem,calibration,zeroshot
000000264619,3,coco-rem,calibration,zeroshot
000000132621,3,coco-rem,calibration,zeroshot
000000232819,3,coco-rem,calibration,zeroshot
000000097270,2,coco-rem,calibration,zeroshot
000000478805,3,coco-rem,calibration,zeroshot
000000083045,3,coco-rem,calibration,zeroshot
000000527219,3,coco-rem,calibration,zeroshot
000000099443,3,coco-rem,calibration,zeroshot
000000392871,3,coco-rem,calibration,zeroshot
000000495356,3,coco-rem,calibration,zeroshot
000000132612,3,coco-rem,calibration,zeroshot
000000169634,3,coco-rem,calibration,zeroshot
000000372536,2,coco-rem,calibration,zeroshot
000000122537,2,coco-rem,calibration,zeroshot
000000416705,3,coco-rem,calibration,zeroshot
000000156284,2,coco-rem,calibration,zeroshot
000000202918,2,coco-rem,calibration,zeroshot
000000067207,2,coco-rem,calibration,zeroshot
000000329752,3,coco-rem,calibration,zeroshot
000000276169,2,coco-rem,calibration,zeroshot
000000106895,3,coco-rem,calibration,zeroshot
000000054335,3,coco-rem,calibration,zeroshot
000000073016,3,coco-rem,calibration,zeroshot
000000298225,3,coco-rem,calibration,zeroshot
000000502126,3,coco-rem,calibration,zeroshot
000000129699,3,coco-rem,calibration,zeroshot
