dataset,image_id,predicted_score
coco-rem,000000026436,0.5861247181892395
coco-rem,000000026512,0.7634009122848511
coco-rem,000000026654,0.5376888513565063
coco-rem,000000026833,0.5233800411224365
coco-rem,000000027343,0.58223557472229
coco-rem,000000027412,0.5325407385826111
coco-rem,000000027539,0.5531566143035889
coco-rem,000000027642,0.6540969610214233
coco-rem,000000027710,0.6600497364997864
coco-rem,000000027776,0.5036906003952026
coco-rem,000000028010,0.5333554148674011
coco-rem,000000028588,0.6181285977363586
coco-rem,000000028698,0.5775862336158752
coco-rem,000000028806,0.5936824083328247
coco-rem,000000029593,0.516177773475647
coco-rem,000000030113,0.5058385133743286
coco-rem,000000030210,0.6647116541862488
coco-rem,000000030548,0.7068094611167908
coco-rem,000000030852,0.5597353577613831
coco-rem,000000031653,0.5288097262382507
coco-rem,000000032044,0.6568058729171753
coco-rem,000000033172,0.5180270671844482
coco-rem,000000033476,0.7102808952331543
coco-rem,000000034097,0.584893524646759
coco-rem,000000034475,0.4435868263244629
coco-rem,000000035004,0.38952159881591797
coco-rem,000000035696,0.5433916449546814
coco-rem,000000035725,0.6799958348274231
coco-rem,000000036433,0.5961756706237793
coco-rem,000000037401,0.7245270013809204
coco-rem,000000037527,0.44321906566619873
coco-rem,000000037638,0.5432419776916504
coco-rem,000000037717,0.602372407913208
coco-rem,000000038053,0.6437927484512329
coco-rem,000000039399,0.506055474281311
coco-rem,000000040407,0.5809780359268188
coco-rem,000000040874,0.4778359532356262
coco-rem,000000041913,0.473674476146698
coco-rem,000000042044,0.6611117720603943
coco-rem,000000042069,0.580051064491272
coco-rem,000000042204,0.22106847167015076
coco-rem,000000042526,0.6293244957923889
coco-rem,000000043226,0.7664675712585449
coco-rem,000000043393,0.6213622689247131
coco-rem,000000043611,0.5826323628425598
coco-rem,000000043933,0.5278944373130798
coco-rem,000000044178,0.6229641437530518
coco-rem,000000044488,0.3697868585586548
coco-rem,000000044500,0.45802590250968933
coco-rem,000000044523,0.5953993797302246
coco-rem,000000045479,0.670265257358551
coco-rem,000000045840,0.7191144227981567
coco-rem,000000046085,0.5898468494415283
coco-rem,000000046809,0.6553779244422913
coco-rem,000000047898,0.5604152083396912
coco-rem,000000047952,0.5023078322410583
coco-rem,000000048719,0.5371459722518921
coco-rem,000000049095,0.5016531944274902
coco-rem,000000049175,0.6076507568359375
coco-rem,000000049369,0.7136569023132324
coco-rem,000000049819,0.6848193407058716
coco-rem,000000050025,0.6314980983734131
coco-rem,000000050204,0.49964889883995056
coco-rem,000000050960,0.5396185517311096
coco-rem,000000052086,0.41900140047073364
coco-rem,000000052461,0.595186173915863
coco-rem,000000052827,0.5967134237289429
coco-rem,000000053361,0.5169699192047119
coco-rem,000000053587,0.6026744842529297
coco-rem,000000054335,0.638834536075592
coco-rem,000000054532,0.5863531827926636
coco-rem,000000055873,0.4976819157600403
coco-rem,000000056193,0.4299185574054718
coco-rem,000000057892,0.6310088038444519
coco-rem,000000058102,0.5623462796211243
coco-rem,000000058232,0.3424769937992096
coco-rem,000000059252,0.6135923862457275
coco-rem,000000059584,0.7287617921829224
coco-rem,000000061409,0.6064959168434143
coco-rem,000000061660,0.5988329648971558
coco-rem,000000061831,0.626319169998169
coco-rem,000000061899,0.5216805338859558
coco-rem,000000061945,0.5165525674819946
coco-rem,000000061951,0.4842599630355835
coco-rem,000000062017,0.7830581665039062
coco-rem,000000062543,0.624366819858551
coco-rem,000000063140,0.6660287976264954
coco-rem,000000063676,0.5378163456916809
coco-rem,000000064342,0.595582902431488
coco-rem,000000065353,0.7069945335388184
coco-rem,000000065518,0.6522689461708069
coco-rem,000000065900,0.5606343746185303
coco-rem,000000065955,0.6590688824653625
coco-rem,000000066520,0.5746468305587769
coco-rem,000000067207,0.6142525672912598
coco-rem,000000067558,0.7167319059371948
coco-rem,000000067577,0.6635145545005798
coco-rem,000000067776,0.7382127642631531
coco-rem,000000068003,0.6076310873031616
coco-rem,000000068235,0.5058808326721191
coco-rem,000000068381,0.5787858963012695
coco-rem,000000068866,0.49915045499801636
coco-rem,000000069311,0.6303895115852356
coco-rem,000000069587,0.5932847261428833
coco-rem,000000069978,0.5407782793045044
coco-rem,000000070288,0.6904587149620056
coco-rem,000000070336,0.5688801407814026
coco-rem,000000070724,0.6695375442504883
coco-rem,000000070829,0.5578396916389465
coco-rem,000000070863,0.5944368839263916
coco-rem,000000071214,0.4755833148956299
coco-rem,000000072018,0.5776594281196594
coco-rem,000000073016,0.6028543710708618
coco-rem,000000073626,0.4486100375652313
coco-rem,000000073634,0.5982767939567566
coco-rem,000000074060,0.6409038305282593
coco-rem,000000074127,0.3390651345252991
coco-rem,000000074407,0.6375091075897217
coco-rem,000000074901,0.5641083717346191
coco-rem,000000075270,0.5057496428489685
coco-rem,000000075522,0.660815417766571
coco-rem,000000075630,0.6329464316368103
coco-rem,000000075932,0.5234586000442505
coco-rem,000000075982,0.6653489470481873
coco-rem,000000076001,0.6764364242553711
coco-rem,000000079992,0.5081273317337036
coco-rem,000000080044,0.5588419437408447
coco-rem,000000080892,0.5789641737937927
coco-rem,000000081200,0.5141443014144897
coco-rem,000000081315,0.5555003881454468
coco-rem,000000081826,0.6366284489631653
coco-rem,000000082275,0.6035400629043579
coco-rem,000000082787,0.5832951068878174
coco-rem,000000082957,0.702865719795227
coco-rem,000000083045,0.7092535495758057
coco-rem,000000083507,0.6110622882843018
coco-rem,000000083716,0.5483976006507874
coco-rem,000000084454,0.5322529077529907
coco-rem,000000084840,0.6093589067459106
coco-rem,000000084881,0.6771280169487
coco-rem,000000084996,0.3896326422691345
coco-rem,000000085187,0.5271177887916565
coco-rem,000000085802,0.5806776881217957
coco-rem,000000085956,0.543033242225647
coco-rem,000000086139,0.704235851764679
coco-rem,000000086292,0.570874035358429
coco-rem,000000087105,0.5582334995269775
coco-rem,000000087249,0.3478272259235382
coco-rem,000000087509,0.6910917162895203
coco-rem,000000088162,0.5915152430534363
coco-rem,000000088540,0.47627002000808716
coco-rem,000000089725,0.4869835376739502
coco-rem,000000090255,0.519766092300415
coco-rem,000000090343,0.6229071617126465
coco-rem,000000091366,0.6764472723007202
coco-rem,000000091948,0.6579733490943909
coco-rem,000000091969,0.6452727317810059
coco-rem,000000092219,0.6218898892402649
coco-rem,000000092464,0.5303450226783752
coco-rem,000000092847,0.5987136960029602
coco-rem,000000093604,0.4691488444805145
coco-rem,000000094103,0.4522501826286316
coco-rem,000000094920,0.6565395593643188
coco-rem,000000095422,0.6342636942863464
coco-rem,000000096070,0.6147057414054871
coco-rem,000000096582,0.585320234298706
coco-rem,000000097021,0.6873777508735657
coco-rem,000000097270,0.6400285959243774
coco-rem,000000097365,0.6307281255722046
coco-rem,000000097696,0.5811482071876526
coco-rem,000000097873,0.7033520340919495
coco-rem,000000097951,0.6310349702835083
coco-rem,000000098904,0.5768136978149414
coco-rem,000000099389,0.6284888982772827
coco-rem,000000099443,0.6865891218185425
coco-rem,000000100519,0.6543958187103271
coco-rem,000000100560,0.6571866869926453
coco-rem,000000100827,0.3580360412597656
coco-rem,000000100959,0.6181066632270813
coco-rem,000000101573,0.7383940815925598
coco-rem,000000102037,0.5551570653915405
coco-rem,000000102056,0.4377831816673279
coco-rem,000000102330,0.6575761437416077
coco-rem,000000102634,0.6419965624809265
coco-rem,000000103697,0.5483803153038025
coco-rem,000000103746,0.618674099445343
coco-rem,000000103804,0.5020111203193665
coco-rem,000000103877,0.7172485589981079
coco-rem,000000104211,0.585948646068573
coco-rem,000000104337,0.4964043200016022
coco-rem,000000104594,0.5346015691757202
coco-rem,000000104756,0.5542711615562439
coco-rem,000000105027,0.5330013036727905
coco-rem,000000105468,0.5621911287307739
coco-rem,000000105768,0.3450920879840851
coco-rem,000000106043,0.6898581981658936
coco-rem,000000106199,0.758959949016571
coco-rem,000000106287,0.6774476766586304
coco-rem,000000106813,0.511705756187439
coco-rem,000000106895,0.7348173260688782
coco-rem,000000107216,0.5993271470069885
coco-rem,000000107516,0.41187652945518494
coco-rem,000000107519,0.389696329832077
coco-rem,000000107797,0.6376252174377441
coco-rem,000000108392,0.5294879078865051
coco-rem,000000108557,0.410975843667984
coco-rem,000000108701,0.4871104657649994
coco-rem,000000108803,0.513878583908081
coco-rem,000000108862,0.5433962345123291
coco-rem,000000109558,0.681286633014679
coco-rem,000000110642,0.6201364398002625
coco-rem,000000110759,0.744265615940094
coco-rem,000000110794,0.43047404289245605
coco-rem,000000111180,0.7036740779876709
coco-rem,000000111245,0.4363718628883362
coco-rem,000000111591,0.6083629131317139
coco-rem,000000111824,0.49633434414863586
coco-rem,000000113556,0.5215415954589844
coco-rem,000000113898,0.5901398658752441
coco-rem,000000113985,0.4218890070915222
coco-rem,000000114173,0.7148723602294922
coco-rem,000000115973,0.6438491940498352
coco-rem,000000116031,0.6858083009719849
coco-rem,000000116155,0.4343460202217102
coco-rem,000000116601,0.6085343956947327
coco-rem,000000116872,0.7571110129356384
coco-rem,000000117644,0.5589969158172607
coco-rem,000000118277,0.776934027671814
coco-rem,000000118330,0.4049813151359558
coco-rem,000000118436,0.6977806687355042
coco-rem,000000118471,0.5950543880462646
coco-rem,000000118477,0.5764710903167725
coco-rem,000000118748,0.7006089687347412
coco-rem,000000118775,0.6463871002197266
coco-rem,000000119414,0.5089919567108154
coco-rem,000000119787,0.582683265209198
coco-rem,000000120285,0.47726672887802124
coco-rem,000000120380,0.5030215382575989
coco-rem,000000120509,0.6377853155136108
coco-rem,000000120524,0.7185600399971008
coco-rem,000000121112,0.5992401838302612
coco-rem,000000121349,0.622913122177124
coco-rem,000000121420,0.5516929626464844
coco-rem,000000121690,0.6407018303871155
coco-rem,000000121693,0.5823416113853455
coco-rem,000000121718,0.4985925555229187
coco-rem,000000122302,0.4459630846977234
coco-rem,000000122357,0.3682144284248352
coco-rem,000000122537,0.6759036183357239
coco-rem,000000123330,0.5921722650527954
coco-rem,000000123901,0.7197608351707458
coco-rem,000000124002,0.7260815501213074
coco-rem,000000124390,0.7191288471221924
coco-rem,000000124627,0.44361257553100586
coco-rem,000000124924,0.6434224247932434
coco-rem,000000126229,0.5961712002754211
coco-rem,000000126230,0.5857689380645752
coco-rem,000000127153,0.4862568974494934
coco-rem,000000127235,0.5036662220954895
coco-rem,000000127259,0.4574682116508484
coco-rem,000000127558,0.5995630025863647
coco-rem,000000127945,0.6503124833106995
coco-rem,000000128553,0.5671486854553223
coco-rem,000000129334,0.5676963329315186
coco-rem,000000129699,0.643095850944519
coco-rem,000000130538,0.5772786736488342
coco-rem,000000131084,0.7232890725135803
coco-rem,000000131364,0.5222559571266174
coco-rem,000000131427,0.4962786138057709
coco-rem,000000131494,0.6541618704795837
coco-rem,000000131825,0.6183466911315918
coco-rem,000000131902,0.6044415831565857
coco-rem,000000132067,0.5318299531936646
coco-rem,000000132212,0.613866925239563
coco-rem,000000132612,0.6751249432563782
coco-rem,000000132621,0.5895754098892212
coco-rem,000000133237,0.6490069627761841
coco-rem,000000133486,0.4848448634147644
coco-rem,000000133609,0.6539065837860107
coco-rem,000000134697,0.6388161778450012
coco-rem,000000135797,0.47537440061569214
coco-rem,000000136415,0.6648356914520264
coco-rem,000000136493,0.67951899766922
coco-rem,000000136683,0.4519560933113098
coco-rem,000000137301,0.6245480179786682
coco-rem,000000137666,0.5271157622337341
coco-rem,000000140352,0.5644464492797852
coco-rem,000000140473,0.6448685526847839
coco-rem,000000140507,0.6826845407485962
coco-rem,000000141587,0.599532961845398
coco-rem,000000141862,0.6753795146942139
coco-rem,000000142680,0.6444717645645142
coco-rem,000000143054,0.7009122371673584
coco-rem,000000143445,0.5207440853118896
coco-rem,000000143578,0.7153852581977844
coco-rem,000000143929,0.6301525235176086
coco-rem,000000144372,0.6312190890312195
coco-rem,000000144935,0.5494192838668823
coco-rem,000000144983,0.6206200122833252
coco-rem,000000145163,0.5936930179595947
coco-rem,000000145211,0.4897143840789795
coco-rem,000000145488,0.6472273468971252
coco-rem,000000145699,0.6082924008369446
coco-rem,000000147591,0.567714512348175
coco-rem,000000147753,0.4081304669380188
coco-rem,000000148409,0.5905167460441589
coco-rem,000000149123,0.5670949220657349
coco-rem,000000149364,0.6180151104927063
coco-rem,000000149566,0.5812643766403198
coco-rem,000000150212,0.5231644511222839
coco-rem,000000150372,0.6427357196807861
coco-rem,000000150444,0.44854289293289185
coco-rem,000000150717,0.5616140365600586
coco-rem,000000151375,0.49987363815307617
coco-rem,000000151492,0.5925159454345703
coco-rem,000000151577,0.6526895761489868
coco-rem,000000151892,0.5461315512657166
coco-rem,000000152633,0.6540126204490662
coco-rem,000000153136,0.5909340381622314
coco-rem,000000153734,0.5918157696723938
coco-rem,000000154301,0.5104001760482788
coco-rem,000000154713,0.5579177737236023
coco-rem,000000154727,0.6040694117546082
coco-rem,000000155270,0.5643988251686096
coco-rem,000000155285,0.49903392791748047
coco-rem,000000155386,0.5923992991447449
coco-rem,000000155496,0.6457431316375732
coco-rem,000000155861,0.6185125112533569
coco-rem,000000156100,0.5639915466308594
coco-rem,000000156284,0.6508618593215942
coco-rem,000000157519,0.5829365849494934
coco-rem,000000157804,0.5271129012107849
coco-rem,000000157938,0.640826404094696
coco-rem,000000157960,0.6020209789276123
coco-rem,000000158718,0.45776593685150146
coco-rem,000000158887,0.6642621159553528
coco-rem,000000158922,0.5773521661758423
coco-rem,000000159582,0.5709025859832764
coco-rem,000000160101,0.6208245754241943
coco-rem,000000160139,0.5923470854759216
coco-rem,000000160815,0.5096310377120972
coco-rem,000000160866,0.4115017056465149
coco-rem,000000160967,0.5444170832633972
coco-rem,000000161060,0.5141299366950989
coco-rem,000000161543,0.713822066783905
coco-rem,000000161603,0.7384873628616333
coco-rem,000000161738,0.4228293001651764
coco-rem,000000161897,0.5513080954551697
coco-rem,000000162887,0.6388915181159973
coco-rem,000000163138,0.5303787589073181
coco-rem,000000163759,0.7170841693878174
coco-rem,000000163985,0.6334936618804932
coco-rem,000000164224,0.5328611731529236
coco-rem,000000164330,0.575757622718811
coco-rem,000000164499,0.47966933250427246
coco-rem,000000165455,0.6006529927253723
coco-rem,000000165550,0.6582165360450745
coco-rem,000000165750,0.6740065217018127
coco-rem,000000165936,0.5745651125907898
coco-rem,000000166828,0.6085361838340759
coco-rem,000000169228,0.7017812132835388
coco-rem,000000169634,0.6918666958808899
coco-rem,000000169885,0.6306978464126587
coco-rem,000000170000,0.7108511924743652
coco-rem,000000170513,0.4657626450061798
coco-rem,000000170601,0.7456896901130676
coco-rem,000000171453,0.5784152746200562
coco-rem,000000171536,0.4274370074272156
coco-rem,000000172439,0.5551806092262268
coco-rem,000000172492,0.6281951665878296
coco-rem,000000172886,0.6060706973075867
coco-rem,000000172989,0.5780131220817566
coco-rem,000000173229,0.7900196313858032
coco-rem,000000173447,0.5919062495231628
coco-rem,000000175334,0.6714463233947754
coco-rem,000000175437,0.3968057930469513
coco-rem,000000175513,0.6561045050621033
coco-rem,000000175830,0.559243381023407
coco-rem,000000176298,0.5975488424301147
coco-rem,000000177323,0.655083179473877
coco-rem,000000178258,0.597324013710022
coco-rem,000000178566,0.635840892791748
coco-rem,000000178901,0.47505950927734375
coco-rem,000000179011,0.5616847276687622
coco-rem,000000179477,0.6706448793411255
coco-rem,000000179571,0.6208889484405518
coco-rem,000000180341,0.46315497159957886
coco-rem,000000180779,0.5845981240272522
coco-rem,000000180966,0.5619294047355652
coco-rem,000000181084,0.5510520935058594
coco-rem,000000181223,0.38335728645324707
coco-rem,000000181851,0.47192493081092834
coco-rem,000000181876,0.6077197790145874
coco-rem,000000182401,0.6785584688186646
coco-rem,000000182527,0.5639815926551819
coco-rem,000000183007,0.6977906823158264
coco-rem,000000183445,0.4664436876773834
coco-rem,000000184161,0.588218092918396
coco-rem,000000184320,0.6499397158622742
coco-rem,000000184431,0.48326027393341064
coco-rem,000000184889,0.6085788607597351
coco-rem,000000185002,0.36793002486228943
coco-rem,000000185025,0.49890172481536865
coco-rem,000000185041,0.59893798828125
coco-rem,000000185091,0.5556443929672241
coco-rem,000000185229,0.5248144268989563
coco-rem,000000185555,0.484932541847229
coco-rem,000000186844,0.6334708333015442
coco-rem,000000186968,0.4992079734802246
coco-rem,000000187181,0.5119942426681519
coco-rem,000000187286,0.40849679708480835
coco-rem,000000187822,0.4177870750427246
coco-rem,000000188068,0.6295719742774963
coco-rem,000000188532,0.39530760049819946
coco-rem,000000189129,0.6043074131011963
coco-rem,000000190277,0.5409614443778992
coco-rem,000000190537,0.5945814251899719
coco-rem,000000190700,0.646386981010437
coco-rem,000000190722,0.6520215272903442
coco-rem,000000191225,0.41154971718788147
coco-rem,000000191280,0.6008632183074951
coco-rem,000000191283,0.5432958602905273
coco-rem,000000191327,0.6520670652389526
coco-rem,000000191690,0.48531463742256165
coco-rem,000000191716,0.5607645511627197
coco-rem,000000193255,0.6595156788825989
coco-rem,000000193444,0.6792131066322327
coco-rem,000000193972,0.5438586473464966
coco-rem,000000194774,0.3237069845199585
coco-rem,000000194921,0.6067787408828735
coco-rem,000000197616,0.5556958913803101
coco-rem,000000198312,0.4794476628303528
coco-rem,000000198508,0.548326849937439
coco-rem,000000198557,0.49539539217948914
coco-rem,000000198596,0.5643197298049927
coco-rem,000000198724,0.774493396282196
coco-rem,000000198978,0.5457887053489685
coco-rem,000000199688,0.38506221771240234
coco-rem,000000200735,0.5230693817138672
coco-rem,000000201375,0.6074179410934448
coco-rem,000000202131,0.6087198853492737
coco-rem,000000202372,0.342311292886734
coco-rem,000000202582,0.6378127336502075
coco-rem,000000202842,0.6575687527656555
coco-rem,000000202918,0.5686306357383728
coco-rem,000000202990,0.4663057327270508
coco-rem,000000203481,0.6078044772148132
coco-rem,000000205344,0.4053493142127991
coco-rem,000000205967,0.48835518956184387
coco-rem,000000206068,0.4111839532852173
coco-rem,000000206800,0.677323043346405
coco-rem,000000207264,0.7355585098266602
coco-rem,000000207740,0.7072845697402954
coco-rem,000000207763,0.6011523008346558
coco-rem,000000207805,0.5204482078552246
coco-rem,000000207995,0.56390780210495
coco-rem,000000208144,0.5841456055641174
coco-rem,000000208288,0.5130548477172852
coco-rem,000000209133,0.746089518070221
coco-rem,000000209286,0.6840313076972961
coco-rem,000000209292,0.44353315234184265
coco-rem,000000209428,0.404482364654541
coco-rem,000000209574,0.5387299656867981
coco-rem,000000209904,0.5962453484535217
coco-rem,000000210322,0.6092849373817444
coco-rem,000000210549,0.716351330280304
coco-rem,000000210845,0.290688157081604
coco-rem,000000210997,0.5352478623390198
coco-rem,000000211158,0.9119964838027954
coco-rem,000000211172,0.6683434844017029
coco-rem,000000211186,0.5067164301872253
coco-rem,000000211217,0.3868773281574249
coco-rem,000000211593,0.5579862594604492
coco-rem,000000211722,0.6262699365615845
coco-rem,000000212733,0.6757322549819946
coco-rem,000000212757,0.669678807258606
coco-rem,000000213268,0.7207282185554504
coco-rem,000000213694,0.6171212792396545
coco-rem,000000214742,0.38404783606529236
coco-rem,000000214834,0.48362740874290466
coco-rem,000000215092,0.48030391335487366
coco-rem,000000215196,0.7872896194458008
coco-rem,000000215215,0.7348968386650085
coco-rem,000000215376,0.7311049103736877
coco-rem,000000215407,0.5034530758857727
coco-rem,000000216364,0.7474566102027893
coco-rem,000000217054,0.7039259672164917
coco-rem,000000217303,0.6206070184707642
coco-rem,000000217487,0.32642948627471924
coco-rem,000000217938,0.5727552771568298
coco-rem,000000218762,0.6659245491027832
coco-rem,000000219179,0.676004946231842
coco-rem,000000220187,0.5850266814231873
coco-rem,000000221044,0.47191953659057617
coco-rem,000000221317,0.5370076298713684
coco-rem,000000221536,0.45794540643692017
coco-rem,000000222753,0.6406343579292297
coco-rem,000000223020,0.6127880215644836
coco-rem,000000223481,0.6101214289665222
coco-rem,000000223992,0.4552270770072937
coco-rem,000000224595,0.6163567900657654
coco-rem,000000225281,0.48092126846313477
coco-rem,000000225490,0.5965961813926697
coco-rem,000000225989,0.4961214065551758
coco-rem,000000226136,0.5361001491546631
coco-rem,000000226324,0.6207709312438965
coco-rem,000000226494,0.6838350296020508
coco-rem,000000227134,0.6944430470466614
coco-rem,000000227422,0.7137082815170288
coco-rem,000000227734,0.47021013498306274
coco-rem,000000228261,0.42774713039398193
coco-rem,000000228463,0.6497611999511719
coco-rem,000000228681,0.45211857557296753
coco-rem,000000229529,0.6600167155265808
coco-rem,000000229539,0.606777548789978
coco-rem,000000230057,0.7096927762031555
coco-rem,000000230548,0.670732319355011
coco-rem,000000230554,0.5617630481719971
coco-rem,000000230991,0.514319121837616
coco-rem,000000231267,0.6387070417404175
coco-rem,000000231362,0.6645714044570923
coco-rem,000000231460,0.6082046031951904
coco-rem,000000231466,0.5111207365989685
coco-rem,000000232001,0.5997299551963806
coco-rem,000000232279,0.4485764503479004
coco-rem,000000232819,0.6968461275100708
coco-rem,000000233365,0.6408826112747192
coco-rem,000000233994,0.5123733282089233
coco-rem,000000234091,0.5290849804878235
coco-rem,000000234728,0.5463594794273376
coco-rem,000000235547,0.707533061504364
coco-rem,000000235683,0.4512125253677368
coco-rem,000000236176,0.6566027998924255
coco-rem,000000236282,0.5022375583648682
coco-rem,000000236630,0.30065515637397766
coco-rem,000000237203,0.7053919434547424
coco-rem,000000237372,0.5717921257019043
coco-rem,000000237632,0.6006003618240356
coco-rem,000000238448,0.62669438123703
coco-rem,000000238858,0.5433618426322937
coco-rem,000000239458,0.651228666305542
coco-rem,000000240243,0.7175215482711792
coco-rem,000000240586,0.5508818030357361
coco-rem,000000240952,0.46617642045021057
coco-rem,000000241390,0.6912492513656616
coco-rem,000000241402,0.5748695731163025
coco-rem,000000241836,0.5250769257545471
coco-rem,000000241916,0.48014914989471436
coco-rem,000000242745,0.5819041728973389
coco-rem,000000242828,0.6580557823181152
coco-rem,000000243153,0.62367844581604
coco-rem,000000243171,0.6881402134895325
coco-rem,000000244283,0.5688151121139526
coco-rem,000000244317,0.6490694880485535
coco-rem,000000244844,0.5260896682739258
coco-rem,000000245505,0.6482899785041809
coco-rem,000000246007,0.4893476068973541
coco-rem,000000246014,0.6312061548233032
coco-rem,000000246342,0.5698615908622742
coco-rem,000000246540,0.6169632077217102
coco-rem,000000246656,0.7588383555412292
coco-rem,000000246815,0.6262410283088684
coco-rem,000000247909,0.48337358236312866
coco-rem,000000247945,0.6159898042678833
coco-rem,000000248167,0.5438408255577087
coco-rem,000000248771,0.5596663355827332
coco-rem,000000249226,0.3539888858795166
coco-rem,000000249273,0.6246343851089478
coco-rem,000000250194,0.43792957067489624
coco-rem,000000250578,0.488525390625
coco-rem,000000250790,0.6062792539596558
coco-rem,000000250877,0.5484498143196106
coco-rem,000000251232,0.5813452005386353
coco-rem,000000251242,0.5788472294807434
coco-rem,000000252608,0.5876507759094238
coco-rem,000000253095,0.3577931225299835
coco-rem,000000253170,0.6293447613716125
coco-rem,000000253212,0.5318650007247925
coco-rem,000000253474,0.4426387548446655
coco-rem,000000253693,0.7169022560119629
coco-rem,000000255093,0.5011880397796631
coco-rem,000000255665,0.5611247420310974
coco-rem,000000255741,0.6481028199195862
coco-rem,000000256031,0.6951195597648621
coco-rem,000000256101,0.6530255675315857
coco-rem,000000256284,0.6526647210121155
coco-rem,000000256550,0.7254766225814819
coco-rem,000000256648,0.607322096824646
coco-rem,000000258017,0.5546779036521912
coco-rem,000000258089,0.6394684910774231
coco-rem,000000258136,0.6678004860877991
coco-rem,000000258327,0.5116250514984131
coco-rem,000000258676,0.6964174509048462
coco-rem,000000258792,0.6091885566711426
coco-rem,000000258837,0.7753068804740906
coco-rem,000000259491,0.6375575661659241
coco-rem,000000259884,0.4638872444629669
coco-rem,000000260129,0.47452592849731445
coco-rem,000000260230,0.4607143998146057
coco-rem,000000261026,0.5544208288192749
coco-rem,000000261585,0.3989958167076111
coco-rem,000000262359,0.4529593586921692
coco-rem,000000263008,0.530543327331543
coco-rem,000000263668,0.6254732608795166
coco-rem,000000264502,0.6717780232429504
coco-rem,000000264619,0.6442455649375916
coco-rem,000000264930,0.6251314878463745
coco-rem,000000264962,0.7102779746055603
coco-rem,000000265253,0.41980209946632385
coco-rem,000000265677,0.4239543080329895
coco-rem,000000266442,0.7302517890930176
coco-rem,000000266518,0.7491222023963928
coco-rem,000000266533,0.506695032119751
coco-rem,000000267152,0.49057871103286743
coco-rem,000000267284,0.4894315302371979
coco-rem,000000267691,0.5512823462486267
coco-rem,000000268579,0.6436001658439636
coco-rem,000000268739,0.5389995574951172
coco-rem,000000268927,0.5950266122817993
coco-rem,000000269033,0.7057132720947266
coco-rem,000000269168,0.5527331233024597
coco-rem,000000269306,0.6292553544044495
coco-rem,000000269325,0.5948500633239746
coco-rem,000000269346,0.4517894685268402
coco-rem,000000269843,0.5147194862365723
coco-rem,000000270330,0.741150975227356
coco-rem,000000270586,0.6886047720909119
coco-rem,000000271310,0.6998879313468933
coco-rem,000000271364,0.7010164260864258
coco-rem,000000271461,0.5299332141876221
coco-rem,000000271490,0.6007779836654663
