dataset,image_id,filepath,source_split,partition,source_group_id,object_count,median_relative_box_area,overlap_fraction,category_count,crowd_present,selection_group
coco-rem,000000001761,/home/felix/fiftyone/coco-2017/validation/data/000000001761.jpg,validation,locked_confirmation,000000001761,11,0.000311036299765808,0.18181818181818182,3,False,all_validation
coco-rem,000000001818,/home/felix/fiftyone/coco-2017/validation/data/000000001818.jpg,validation,locked_confirmation,000000001818,2,0.7976360294117647,1.0,1,False,all_validation
coco-rem,000000001993,/home/felix/fiftyone/coco-2017/validation/data/000000001993.jpg,validation,locked_confirmation,000000001993,4,0.0848541915274463,0.5,3,False,all_validation
coco-rem,000000002006,/home/felix/fiftyone/coco-2017/validation/data/000000002006.jpg,validation,locked_confirmation,000000002006,9,0.0013541666666666667,0.5555555555555556,4,False,all_validation
coco-rem,000000002149,/home/felix/fiftyone/coco-2017/validation/data/000000002149.jpg,validation,locked_confirmation,000000002149,9,0.09539666276346605,1.0,2,False,all_validation
coco-rem,000000002153,/home/felix/fiftyone/coco-2017/validation/data/000000002153.jpg,validation,locked_confirmation,000000002153,5,0.041875,0.6,2,False,all_validation
coco-rem,000000002157,/home/felix/fiftyone/coco-2017/validation/data/000000002157.jpg,validation,locked_confirmation,000000002157,16,0.027243120608899298,0.9375,5,False,all_validation
coco-rem,000000002261,/home/felix/fiftyone/coco-2017/validation/data/000000002261.jpg,validation,locked_confirmation,000000002261,2,0.028651932084309134,0.0,2,False,all_validation
coco-rem,000000002299,/home/felix/fiftyone/coco-2017/validation/data/000000002299.jpg,validation,locked_confirmation,000000002299,22,0.022596026490066225,0.36363636363636365,2,True,all_validation
coco-rem,000000002431,/home/felix/fiftyone/coco-2017/validation/data/000000002431.jpg,validation,locked_confirmation,000000002431,10,0.03962664113785558,0.7,6,False,all_validation
coco-rem,000000002473,/home/felix/fiftyone/coco-2017/validation/data/000000002473.jpg,validation,locked_confirmation,000000002473,6,0.004837529274004684,0.5,2,False,all_validation
coco-rem,000000002532,/home/felix/fiftyone/coco-2017/validation/data/000000002532.jpg,validation,locked_confirmation,000000002532,3,0.0046875,0.6666666666666666,2,False,all_validation
coco-rem,000000002587,/home/felix/fiftyone/coco-2017/validation/data/000000002587.jpg,validation,locked_confirmation,000000002587,2,0.4916933333333333,1.0,2,False,all_validation
coco-rem,000000002592,/home/felix/fiftyone/coco-2017/validation/data/000000002592.jpg,validation,locked_confirmation,000000002592,3,0.23685109289617487,1.0,3,False,all_validation
coco-rem,000000002685,/home/felix/fiftyone/coco-2017/validation/data/000000002685.jpg,validation,locked_confirmation,000000002685,19,0.005135135135135135,0.9473684210526315,5,False,all_validation
coco-rem,000000002923,/home/felix/fiftyone/coco-2017/validation/data/000000002923.jpg,validation,locked_confirmation,000000002923,8,0.002824,0.0,2,False,all_validation
coco-rem,000000003156,/home/felix/fiftyone/coco-2017/validation/data/000000003156.jpg,validation,locked_confirmation,000000003156,3,0.2342938769751693,1.0,3,False,all_validation
coco-rem,000000003255,/home/felix/fiftyone/coco-2017/validation/data/000000003255.jpg,validation,locked_confirmation,000000003255,11,0.0019412878787878787,0.7272727272727273,3,False,all_validation
coco-rem,000000003501,/home/felix/fiftyone/coco-2017/validation/data/000000003501.jpg,validation,locked_confirmation,000000003501,5,0.0503278653509334,1.0,2,False,all_validation
coco-rem,000000003553,/home/felix/fiftyone/coco-2017/validation/data/000000003553.jpg,validation,locked_confirmation,000000003553,2,0.17965639637002342,0.0,2,False,all_validation
coco-rem,000000003661,/home/felix/fiftyone/coco-2017/validation/data/000000003661.jpg,validation,locked_confirmation,000000003661,7,0.0966552734375,0.5714285714285714,3,False,all_validation
coco-rem,000000003845,/home/felix/fiftyone/coco-2017/validation/data/000000003845.jpg,validation,locked_confirmation,000000003845,13,0.020106666666666665,1.0,6,False,all_validation
coco-rem,000000003934,/home/felix/fiftyone/coco-2017/validation/data/000000003934.jpg,validation,locked_confirmation,000000003934,14,0.007072,0.5714285714285714,5,False,all_validation
coco-rem,000000004134,/home/felix/fiftyone/coco-2017/validation/data/000000004134.jpg,validation,locked_confirmation,000000004134,26,0.007676470588235294,0.9615384615384616,5,False,all_validation
coco-rem,000000004395,/home/felix/fiftyone/coco-2017/validation/data/000000004395.jpg,validation,locked_confirmation,000000004395,2,0.5620882352941177,1.0,2,False,all_validation
coco-rem,000000004495,/home/felix/fiftyone/coco-2017/validation/data/000000004495.jpg,validation,locked_confirmation,000000004495,3,0.14224533333333333,0.0,3,False,all_validation
coco-rem,000000004765,/home/felix/fiftyone/coco-2017/validation/data/000000004765.jpg,validation,locked_confirmation,000000004765,2,0.09418119099491648,0.0,2,False,all_validation
coco-rem,000000004795,/home/felix/fiftyone/coco-2017/validation/data/000000004795.jpg,validation,locked_confirmation,000000004795,4,0.29192220052083334,1.0,4,False,all_validation
coco-rem,000000005001,/home/felix/fiftyone/coco-2017/validation/data/000000005001.jpg,validation,locked_confirmation,000000005001,17,0.0305859375,0.6470588235294118,4,True,all_validation
coco-rem,000000005037,/home/felix/fiftyone/coco-2017/validation/data/000000005037.jpg,validation,locked_confirmation,000000005037,10,0.0015294117647058824,0.5,3,False,all_validation
coco-rem,000000005060,/home/felix/fiftyone/coco-2017/validation/data/000000005060.jpg,validation,locked_confirmation,000000005060,2,0.0507666015625,1.0,2,False,all_validation
coco-rem,000000005193,/home/felix/fiftyone/coco-2017/validation/data/000000005193.jpg,validation,locked_confirmation,000000005193,9,0.09902941176470588,0.6666666666666666,3,False,all_validation
coco-rem,000000005477,/home/felix/fiftyone/coco-2017/validation/data/000000005477.jpg,validation,locked_confirmation,000000005477,3,0.013852077363896848,1.0,1,False,all_validation
coco-rem,000000005503,/home/felix/fiftyone/coco-2017/validation/data/000000005503.jpg,validation,locked_confirmation,000000005503,1,0.7617297297297297,0.0,1,False,all_validation
coco-rem,000000005529,/home/felix/fiftyone/coco-2017/validation/data/000000005529.jpg,validation,locked_confirmation,000000005529,3,0.0058065878378378375,1.0,2,False,all_validation
coco-rem,000000005586,/home/felix/fiftyone/coco-2017/validation/data/000000005586.jpg,validation,locked_confirmation,000000005586,14,0.0018424479166666667,0.0,2,True,all_validation
coco-rem,000000005600,/home/felix/fiftyone/coco-2017/validation/data/000000005600.jpg,validation,locked_confirmation,000000005600,3,0.2083275623268698,0.0,2,False,all_validation
coco-rem,000000005992,/home/felix/fiftyone/coco-2017/validation/data/000000005992.jpg,validation,locked_confirmation,000000005992,6,0.10911762558411214,0.3333333333333333,1,False,all_validation
coco-rem,000000006012,/home/felix/fiftyone/coco-2017/validation/data/000000006012.jpg,validation,locked_confirmation,000000006012,7,0.12254001883239171,1.0,2,False,all_validation
coco-rem,000000006040,/home/felix/fiftyone/coco-2017/validation/data/000000006040.jpg,validation,locked_confirmation,000000006040,12,0.002114494301994302,1.0,4,False,all_validation
coco-rem,000000006213,/home/felix/fiftyone/coco-2017/validation/data/000000006213.jpg,validation,locked_confirmation,000000006213,2,0.006873161764705882,0.0,1,False,all_validation
coco-rem,000000006460,/home/felix/fiftyone/coco-2017/validation/data/000000006460.jpg,validation,locked_confirmation,000000006460,2,0.008650468384074942,0.0,2,False,all_validation
coco-rem,000000006471,/home/felix/fiftyone/coco-2017/validation/data/000000006471.jpg,validation,locked_confirmation,000000006471,18,0.014924924924924926,0.6111111111111112,5,False,all_validation
coco-rem,000000006614,/home/felix/fiftyone/coco-2017/validation/data/000000006614.jpg,validation,locked_confirmation,000000006614,3,0.16262626262626262,0.0,2,False,all_validation
coco-rem,000000006723,/home/felix/fiftyone/coco-2017/validation/data/000000006723.jpg,validation,locked_confirmation,000000006723,5,0.002380540166204986,0.0,2,False,all_validation
coco-rem,000000006763,/home/felix/fiftyone/coco-2017/validation/data/000000006763.jpg,validation,locked_confirmation,000000006763,8,0.06540266666666666,1.0,5,False,all_validation
coco-rem,000000006771,/home/felix/fiftyone/coco-2017/validation/data/000000006771.jpg,validation,locked_confirmation,000000006771,9,0.09257903981264637,1.0,2,False,all_validation
coco-rem,000000006818,/home/felix/fiftyone/coco-2017/validation/data/000000006818.jpg,validation,locked_confirmation,000000006818,1,0.019408665105386417,0.0,1,False,all_validation
coco-rem,000000006894,/home/felix/fiftyone/coco-2017/validation/data/000000006894.jpg,validation,locked_confirmation,000000006894,2,0.6535986328125,1.0,2,False,all_validation
coco-rem,000000006954,/home/felix/fiftyone/coco-2017/validation/data/000000006954.jpg,validation,locked_confirmation,000000006954,7,0.0587890625,0.7142857142857143,2,False,all_validation
coco-rem,000000007088,/home/felix/fiftyone/coco-2017/validation/data/000000007088.jpg,validation,locked_confirmation,000000007088,4,0.039838846757322174,0.0,4,False,all_validation
coco-rem,000000007108,/home/felix/fiftyone/coco-2017/validation/data/000000007108.jpg,validation,locked_confirmation,000000007108,5,0.07845510563380281,0.8,1,False,all_validation
coco-rem,000000007278,/home/felix/fiftyone/coco-2017/validation/data/000000007278.jpg,validation,locked_confirmation,000000007278,2,0.02318788900414938,0.0,2,False,all_validation
coco-rem,000000007281,/home/felix/fiftyone/coco-2017/validation/data/000000007281.jpg,validation,locked_confirmation,000000007281,12,0.0012725069252077562,0.3333333333333333,2,False,all_validation
coco-rem,000000007386,/home/felix/fiftyone/coco-2017/validation/data/000000007386.jpg,validation,locked_confirmation,000000007386,5,0.0181125,1.0,4,False,all_validation
coco-rem,000000007511,/home/felix/fiftyone/coco-2017/validation/data/000000007511.jpg,validation,locked_confirmation,000000007511,16,0.0005338541666666666,0.125,3,True,all_validation
coco-rem,000000007574,/home/felix/fiftyone/coco-2017/validation/data/000000007574.jpg,validation,locked_confirmation,000000007574,16,0.0038704427083333334,0.125,9,False,all_validation
coco-rem,000000007784,/home/felix/fiftyone/coco-2017/validation/data/000000007784.jpg,validation,locked_confirmation,000000007784,1,0.2774933333333333,0.0,1,False,all_validation
coco-rem,000000007795,/home/felix/fiftyone/coco-2017/validation/data/000000007795.jpg,validation,locked_confirmation,000000007795,4,0.04951331967213115,0.5,3,False,all_validation
coco-rem,000000007816,/home/felix/fiftyone/coco-2017/validation/data/000000007816.jpg,validation,locked_confirmation,000000007816,11,0.011065573770491803,0.8181818181818182,2,False,all_validation
coco-rem,000000007818,/home/felix/fiftyone/coco-2017/validation/data/000000007818.jpg,validation,locked_confirmation,000000007818,11,0.018230386416861828,0.6363636363636364,6,False,all_validation
coco-rem,000000007888,/home/felix/fiftyone/coco-2017/validation/data/000000007888.jpg,validation,locked_confirmation,000000007888,2,0.04820973746081505,0.0,1,False,all_validation
coco-rem,000000007977,/home/felix/fiftyone/coco-2017/validation/data/000000007977.jpg,validation,locked_confirmation,000000007977,6,0.0004916958041958042,0.6666666666666666,2,False,all_validation
coco-rem,000000007991,/home/felix/fiftyone/coco-2017/validation/data/000000007991.jpg,validation,locked_confirmation,000000007991,4,0.028203342618384402,0.75,1,True,all_validation
coco-rem,000000008021,/home/felix/fiftyone/coco-2017/validation/data/000000008021.jpg,validation,locked_confirmation,000000008021,7,0.0073046875,0.8571428571428571,3,False,all_validation
coco-rem,000000008211,/home/felix/fiftyone/coco-2017/validation/data/000000008211.jpg,validation,locked_confirmation,000000008211,6,0.02828329248366013,0.6666666666666666,4,False,all_validation
coco-rem,000000008277,/home/felix/fiftyone/coco-2017/validation/data/000000008277.jpg,validation,locked_confirmation,000000008277,13,0.015592293562305097,1.0,3,False,all_validation
coco-rem,000000008532,/home/felix/fiftyone/coco-2017/validation/data/000000008532.jpg,validation,locked_confirmation,000000008532,2,0.3725663879107981,1.0,2,False,all_validation
coco-rem,000000008629,/home/felix/fiftyone/coco-2017/validation/data/000000008629.jpg,validation,locked_confirmation,000000008629,7,0.07134521484375,0.2857142857142857,2,False,all_validation
coco-rem,000000008690,/home/felix/fiftyone/coco-2017/validation/data/000000008690.jpg,validation,locked_confirmation,000000008690,5,0.18367838541666667,0.4,2,False,all_validation
coco-rem,000000008762,/home/felix/fiftyone/coco-2017/validation/data/000000008762.jpg,validation,locked_confirmation,000000008762,7,0.0025687939110070257,0.0,2,False,all_validation
coco-rem,000000008844,/home/felix/fiftyone/coco-2017/validation/data/000000008844.jpg,validation,locked_confirmation,000000008844,34,0.00560262617370892,0.47058823529411764,2,True,all_validation
coco-rem,000000008899,/home/felix/fiftyone/coco-2017/validation/data/000000008899.jpg,validation,locked_confirmation,000000008899,2,0.011841952690166977,0.0,2,False,all_validation
coco-rem,000000009378,/home/felix/fiftyone/coco-2017/validation/data/000000009378.jpg,validation,locked_confirmation,000000009378,10,0.012808333333333333,0.5,2,False,all_validation
coco-rem,000000009400,/home/felix/fiftyone/coco-2017/validation/data/000000009400.jpg,validation,locked_confirmation,000000009400,26,0.020625,0.7692307692307693,6,False,all_validation
coco-rem,000000009448,/home/felix/fiftyone/coco-2017/validation/data/000000009448.jpg,validation,locked_confirmation,000000009448,2,0.4817575998185118,1.0,2,False,all_validation
coco-rem,000000009483,/home/felix/fiftyone/coco-2017/validation/data/000000009483.jpg,validation,locked_confirmation,000000009483,7,0.0038671875,0.2857142857142857,5,False,all_validation
coco-rem,000000009590,/home/felix/fiftyone/coco-2017/validation/data/000000009590.jpg,validation,locked_confirmation,000000009590,29,0.0033848067915690865,0.7586206896551724,8,False,all_validation
coco-rem,000000009769,/home/felix/fiftyone/coco-2017/validation/data/000000009769.jpg,validation,locked_confirmation,000000009769,5,0.00650390625,0.8,3,False,all_validation
coco-rem,000000009772,/home/felix/fiftyone/coco-2017/validation/data/000000009772.jpg,validation,locked_confirmation,000000009772,4,0.011819602272727273,0.0,3,False,all_validation
coco-rem,000000009891,/home/felix/fiftyone/coco-2017/validation/data/000000009891.jpg,validation,locked_confirmation,000000009891,16,0.007696940104166667,0.875,5,False,all_validation
coco-rem,000000009914,/home/felix/fiftyone/coco-2017/validation/data/000000009914.jpg,validation,locked_confirmation,000000009914,6,0.11485677083333333,0.0,4,False,all_validation
coco-rem,000000010092,/home/felix/fiftyone/coco-2017/validation/data/000000010092.jpg,validation,locked_confirmation,000000010092,5,0.0539906103286385,0.6,4,False,all_validation
coco-rem,000000010363,/home/felix/fiftyone/coco-2017/validation/data/000000010363.jpg,validation,locked_confirmation,000000010363,4,0.07952302631578947,0.75,4,False,all_validation
coco-rem,000000010583,/home/felix/fiftyone/coco-2017/validation/data/000000010583.jpg,validation,locked_confirmation,000000010583,4,0.20780869537357427,1.0,3,False,all_validation
coco-rem,000000010707,/home/felix/fiftyone/coco-2017/validation/data/000000010707.jpg,validation,locked_confirmation,000000010707,15,0.005703125,0.9333333333333333,8,False,all_validation
coco-rem,000000010764,/home/felix/fiftyone/coco-2017/validation/data/000000010764.jpg,validation,locked_confirmation,000000010764,2,0.16783977004716982,1.0,2,False,all_validation
coco-rem,000000010977,/home/felix/fiftyone/coco-2017/validation/data/000000010977.jpg,validation,locked_confirmation,000000010977,4,0.0077866666666666666,0.0,3,False,all_validation
coco-rem,000000010995,/home/felix/fiftyone/coco-2017/validation/data/000000010995.jpg,validation,locked_confirmation,000000010995,1,0.43841145833333334,0.0,1,False,all_validation
coco-rem,000000011051,/home/felix/fiftyone/coco-2017/validation/data/000000011051.jpg,validation,locked_confirmation,000000011051,3,0.506885494402985,0.6666666666666666,2,False,all_validation
coco-rem,000000011122,/home/felix/fiftyone/coco-2017/validation/data/000000011122.jpg,validation,locked_confirmation,000000011122,1,0.019300130208333332,0.0,1,False,all_validation
coco-rem,000000011149,/home/felix/fiftyone/coco-2017/validation/data/000000011149.jpg,validation,locked_confirmation,000000011149,5,0.14631466666666668,0.0,3,False,all_validation
coco-rem,000000011197,/home/felix/fiftyone/coco-2017/validation/data/000000011197.jpg,validation,locked_confirmation,000000011197,18,0.001600922131147541,0.2777777777777778,5,False,all_validation
coco-rem,000000011511,/home/felix/fiftyone/coco-2017/validation/data/000000011511.jpg,validation,locked_confirmation,000000011511,10,0.020819302262931036,0.6,4,False,all_validation
coco-rem,000000011615,/home/felix/fiftyone/coco-2017/validation/data/000000011615.jpg,validation,locked_confirmation,000000011615,2,0.006643880208333334,0.0,2,False,all_validation
coco-rem,000000011699,/home/felix/fiftyone/coco-2017/validation/data/000000011699.jpg,validation,locked_confirmation,000000011699,6,0.13199544270833333,0.8333333333333334,3,False,all_validation
coco-rem,000000011760,/home/felix/fiftyone/coco-2017/validation/data/000000011760.jpg,validation,locked_confirmation,000000011760,3,0.16888235294117648,0.0,1,False,all_validation
coco-rem,000000011813,/home/felix/fiftyone/coco-2017/validation/data/000000011813.jpg,validation,locked_confirmation,000000011813,2,0.05630630630630631,0.0,2,False,all_validation
coco-rem,000000012062,/home/felix/fiftyone/coco-2017/validation/data/000000012062.jpg,validation,locked_confirmation,000000012062,4,0.19901017271662763,0.0,2,False,all_validation
coco-rem,000000012120,/home/felix/fiftyone/coco-2017/validation/data/000000012120.jpg,validation,locked_confirmation,000000012120,24,0.0011974299065420561,0.16666666666666666,4,True,all_validation
coco-rem,000000012280,/home/felix/fiftyone/coco-2017/validation/data/000000012280.jpg,validation,locked_confirmation,000000012280,5,0.00849609375,0.0,3,False,all_validation
coco-rem,000000012576,/home/felix/fiftyone/coco-2017/validation/data/000000012576.jpg,validation,locked_confirmation,000000012576,17,0.017356770833333333,0.5882352941176471,7,False,all_validation
coco-rem,000000012639,/home/felix/fiftyone/coco-2017/validation/data/000000012639.jpg,validation,locked_confirmation,000000012639,15,0.00623046875,0.5333333333333333,3,True,all_validation
coco-rem,000000012667,/home/felix/fiftyone/coco-2017/validation/data/000000012667.jpg,validation,locked_confirmation,000000012667,1,0.11177083333333333,0.0,1,False,all_validation
coco-rem,000000012670,/home/felix/fiftyone/coco-2017/validation/data/000000012670.jpg,validation,locked_confirmation,000000012670,28,0.02239157418224299,0.6428571428571429,5,True,all_validation
coco-rem,000000012748,/home/felix/fiftyone/coco-2017/validation/data/000000012748.jpg,validation,locked_confirmation,000000012748,3,0.3871875,0.6666666666666666,2,False,all_validation
coco-rem,000000013004,/home/felix/fiftyone/coco-2017/validation/data/000000013004.jpg,validation,locked_confirmation,000000013004,2,0.6690133333333333,1.0,2,False,all_validation
coco-rem,000000013177,/home/felix/fiftyone/coco-2017/validation/data/000000013177.jpg,validation,locked_confirmation,000000013177,3,0.3427290690866511,0.6666666666666666,3,False,all_validation
coco-rem,000000013201,/home/felix/fiftyone/coco-2017/validation/data/000000013201.jpg,validation,locked_confirmation,000000013201,2,0.18075966042154568,1.0,2,False,all_validation
coco-rem,000000013291,/home/felix/fiftyone/coco-2017/validation/data/000000013291.jpg,validation,locked_confirmation,000000013291,8,0.037611940298507465,0.875,2,False,all_validation
coco-rem,000000013348,/home/felix/fiftyone/coco-2017/validation/data/000000013348.jpg,validation,locked_confirmation,000000013348,12,0.0008288202576112412,0.8333333333333334,3,False,all_validation
coco-rem,000000013546,/home/felix/fiftyone/coco-2017/validation/data/000000013546.jpg,validation,locked_confirmation,000000013546,8,0.0071433823529411765,0.5,3,False,all_validation
coco-rem,000000013597,/home/felix/fiftyone/coco-2017/validation/data/000000013597.jpg,validation,locked_confirmation,000000013597,2,0.8267775735294117,1.0,2,False,all_validation
coco-rem,000000013659,/home/felix/fiftyone/coco-2017/validation/data/000000013659.jpg,validation,locked_confirmation,000000013659,22,0.018289388020833332,0.6363636363636364,8,False,all_validation
coco-rem,000000013729,/home/felix/fiftyone/coco-2017/validation/data/000000013729.jpg,validation,locked_confirmation,000000013729,12,0.0314501953125,0.6666666666666666,6,False,all_validation
coco-rem,000000013774,/home/felix/fiftyone/coco-2017/validation/data/000000013774.jpg,validation,locked_confirmation,000000013774,2,0.005006510416666667,0.0,2,False,all_validation
coco-rem,000000013923,/home/felix/fiftyone/coco-2017/validation/data/000000013923.jpg,validation,locked_confirmation,000000013923,21,0.01093018149882904,0.5238095238095238,8,False,all_validation
coco-rem,000000014007,/home/felix/fiftyone/coco-2017/validation/data/000000014007.jpg,validation,locked_confirmation,000000014007,2,0.11087147887323943,0.0,2,False,all_validation
coco-rem,000000014038,/home/felix/fiftyone/coco-2017/validation/data/000000014038.jpg,validation,locked_confirmation,000000014038,49,0.001639344262295082,0.7142857142857143,13,False,all_validation
coco-rem,000000014226,/home/felix/fiftyone/coco-2017/validation/data/000000014226.jpg,validation,locked_confirmation,000000014226,8,0.07375651041666667,0.625,5,False,all_validation
coco-rem,000000014380,/home/felix/fiftyone/coco-2017/validation/data/000000014380.jpg,validation,locked_confirmation,000000014380,2,0.10121304156908666,0.0,2,False,all_validation
coco-rem,000000014439,/home/felix/fiftyone/coco-2017/validation/data/000000014439.jpg,validation,locked_confirmation,000000014439,20,0.002701500618811881,0.4,4,True,all_validation
coco-rem,000000014473,/home/felix/fiftyone/coco-2017/validation/data/000000014473.jpg,validation,locked_confirmation,000000014473,9,0.0020491803278688526,0.5555555555555556,2,False,all_validation
coco-rem,000000014831,/home/felix/fiftyone/coco-2017/validation/data/000000014831.jpg,validation,locked_confirmation,000000014831,2,0.5164095052083333,0.0,2,False,all_validation
coco-rem,000000014888,/home/felix/fiftyone/coco-2017/validation/data/000000014888.jpg,validation,locked_confirmation,000000014888,1,0.8956901041666666,0.0,1,False,all_validation
coco-rem,000000015079,/home/felix/fiftyone/coco-2017/validation/data/000000015079.jpg,validation,locked_confirmation,000000015079,3,0.208984375,0.0,2,False,all_validation
coco-rem,000000015254,/home/felix/fiftyone/coco-2017/validation/data/000000015254.jpg,validation,locked_confirmation,000000015254,8,0.1052126024590164,0.5,3,False,all_validation
coco-rem,000000015272,/home/felix/fiftyone/coco-2017/validation/data/000000015272.jpg,validation,locked_confirmation,000000015272,1,0.08278301886792452,0.0,1,False,all_validation
coco-rem,000000015278,/home/felix/fiftyone/coco-2017/validation/data/000000015278.jpg,validation,locked_confirmation,000000015278,1,0.8770833333333333,0.0,1,False,all_validation
coco-rem,000000015335,/home/felix/fiftyone/coco-2017/validation/data/000000015335.jpg,validation,locked_confirmation,000000015335,17,0.027649739583333333,0.8235294117647058,7,False,all_validation
coco-rem,000000015338,/home/felix/fiftyone/coco-2017/validation/data/000000015338.jpg,validation,locked_confirmation,000000015338,5,0.008490566037735849,0.0,3,False,all_validation
coco-rem,000000015440,/home/felix/fiftyone/coco-2017/validation/data/000000015440.jpg,validation,locked_confirmation,000000015440,3,0.01921410891089109,0.0,2,False,all_validation
coco-rem,000000015497,/home/felix/fiftyone/coco-2017/validation/data/000000015497.jpg,validation,locked_confirmation,000000015497,3,0.5836458333333333,1.0,3,False,all_validation
coco-rem,000000015517,/home/felix/fiftyone/coco-2017/validation/data/000000015517.jpg,validation,locked_confirmation,000000015517,13,0.005989583333333334,0.15384615384615385,1,True,all_validation
coco-rem,000000015597,/home/felix/fiftyone/coco-2017/validation/data/000000015597.jpg,validation,locked_confirmation,000000015597,3,0.02091512702078522,0.6666666666666666,3,False,all_validation
coco-rem,000000015660,/home/felix/fiftyone/coco-2017/validation/data/000000015660.jpg,validation,locked_confirmation,000000015660,7,0.0018767959770114942,0.0,3,False,all_validation
coco-rem,000000015746,/home/felix/fiftyone/coco-2017/validation/data/000000015746.jpg,validation,locked_confirmation,000000015746,1,0.3811182669789227,0.0,1,False,all_validation
coco-rem,000000015751,/home/felix/fiftyone/coco-2017/validation/data/000000015751.jpg,validation,locked_confirmation,000000015751,4,0.014161299765807963,0.0,1,False,all_validation
coco-rem,000000015956,/home/felix/fiftyone/coco-2017/validation/data/000000015956.jpg,validation,locked_confirmation,000000015956,5,0.001953125,0.0,4,False,all_validation
coco-rem,000000016010,/home/felix/fiftyone/coco-2017/validation/data/000000016010.jpg,validation,locked_confirmation,000000016010,5,0.002673832271762208,0.4,2,False,all_validation
coco-rem,000000016228,/home/felix/fiftyone/coco-2017/validation/data/000000016228.jpg,validation,locked_confirmation,000000016228,20,0.0026633522727272725,0.5,6,True,all_validation
coco-rem,000000016249,/home/felix/fiftyone/coco-2017/validation/data/000000016249.jpg,validation,locked_confirmation,000000016249,11,0.04832876712328767,0.9090909090909091,4,False,all_validation
coco-rem,000000016439,/home/felix/fiftyone/coco-2017/validation/data/000000016439.jpg,validation,locked_confirmation,000000016439,3,0.01755859375,0.6666666666666666,3,False,all_validation
coco-rem,000000016451,/home/felix/fiftyone/coco-2017/validation/data/000000016451.jpg,validation,locked_confirmation,000000016451,12,0.01253524285531206,0.3333333333333333,6,False,all_validation
coco-rem,000000016502,/home/felix/fiftyone/coco-2017/validation/data/000000016502.jpg,validation,locked_confirmation,000000016502,1,0.04165866666666666,0.0,1,False,all_validation
