version,model,level,prediction,baseline,n_train,metric,prompt_strategy
16,rtdetr-v2-m-coco-torch,4,0.5514713582415437,0.6579062083636237,341,detection_quality,zeroshot
16,rtdetr-v2-m-coco-torch,5,0.39466517609740553,0.6579062083636237,2,detection_quality,zeroshot
16,rtdetr-v2-s-coco-torch,1,0.9830395636440494,0.6155301015768531,2,detection_quality,zeroshot
16,rtdetr-v2-s-coco-torch,2,0.7375175532247649,0.6155301015768531,220,detection_quality,zeroshot
16,rtdetr-v2-s-coco-torch,3,0.6348687249663147,0.6155301015768531,435,detection_quality,zeroshot
16,rtdetr-v2-s-coco-torch,4,0.5111966788161654,0.6155301015768531,341,detection_quality,zeroshot
16,rtdetr-v2-s-coco-torch,5,0.41209895172917144,0.6155301015768531,2,detection_quality,zeroshot
16,rtdetr-x-coco-torch,1,0.9871841311276552,0.5631254461554502,2,detection_quality,zeroshot
16,rtdetr-x-coco-torch,2,0.6930065619619752,0.5631254461554502,220,detection_quality,zeroshot
16,rtdetr-x-coco-torch,3,0.5755045239057686,0.5631254461554502,435,detection_quality,zeroshot
16,rtdetr-x-coco-torch,4,0.46164771534271454,0.5631254461554502,341,detection_quality,zeroshot
16,rtdetr-x-coco-torch,5,0.46164771534271454,0.5631254461554502,2,detection_quality,zeroshot
16,yolo11l-coco-torch,1,0.986984117609454,0.636470406586455,2,detection_quality,zeroshot
16,yolo11l-coco-torch,2,0.7681506002091786,0.636470406586455,220,detection_quality,zeroshot
16,yolo11l-coco-torch,3,0.6482745175605302,0.636470406586455,435,detection_quality,zeroshot
16,yolo11l-coco-torch,4,0.5363989579313952,0.636470406586455,341,detection_quality,zeroshot
16,yolo11l-coco-torch,5,0.2959232558902293,0.636470406586455,2,detection_quality,zeroshot
16,yolo11m-coco-torch,1,0.9867287564601885,0.6242442295508305,2,detection_quality,zeroshot
16,yolo11m-coco-torch,2,0.7619660379722093,0.6242442295508305,220,detection_quality,zeroshot
16,yolo11m-coco-torch,3,0.6309154040472149,0.6242442295508305,435,detection_quality,zeroshot
16,yolo11m-coco-torch,4,0.5264705478989411,0.6242442295508305,341,detection_quality,zeroshot
16,yolo11m-coco-torch,5,0.33179304497314993,0.6242442295508305,2,detection_quality,zeroshot
16,yolo11n-coco-torch,1,0.9878230697714844,0.5117689875002543,2,detection_quality,zeroshot
16,yolo11n-coco-torch,2,0.6631315156753949,0.5117689875002543,220,detection_quality,zeroshot
16,yolo11n-coco-torch,3,0.5201373199363418,0.5117689875002543,435,detection_quality,zeroshot
16,yolo11n-coco-torch,4,0.4017553518408904,0.5117689875002543,341,detection_quality,zeroshot
16,yolo11n-coco-torch,5,0.32304938103585806,0.5117689875002543,2,detection_quality,zeroshot
16,yolo11s-coco-torch,1,0.9865437882557577,0.5900855775235758,2,detection_quality,zeroshot
16,yolo11s-coco-torch,2,0.7217710128145923,0.5900855775235758,220,detection_quality,zeroshot
16,yolo11s-coco-torch,3,0.6096756765298011,0.5900855775235758,435,detection_quality,zeroshot
16,yolo11s-coco-torch,4,0.47952312552225956,0.5900855775235758,341,detection_quality,zeroshot
16,yolo11s-coco-torch,5,0.2982810171503268,0.5900855775235758,2,detection_quality,zeroshot
16,yolo11x-coco-torch,1,0.988625573767099,0.6659214923641869,2,detection_quality,zeroshot
16,yolo11x-coco-torch,2,0.7963013354094696,0.6659214923641869,220,detection_quality,zeroshot
16,yolo11x-coco-torch,3,0.6836311701348913,0.6659214923641869,435,detection_quality,zeroshot
16,yolo11x-coco-torch,4,0.5594801325026609,0.6659214923641869,341,detection_quality,zeroshot
16,yolo11x-coco-torch,5,0.2978316172415769,0.6659214923641869,2,detection_quality,zeroshot
16,yolov10l-coco-torch,1,0.9866653183969797,0.6400087830428302,2,detection_quality,zeroshot
16,yolov10l-coco-torch,2,0.7727337350154425,0.6400087830428302,220,detection_quality,zeroshot
16,yolov10l-coco-torch,3,0.6546492330638204,0.6400087830428302,435,detection_quality,zeroshot
16,yolov10l-coco-torch,4,0.5364307691269881,0.6400087830428302,341,detection_quality,zeroshot
16,yolov10l-coco-torch,5,0.1693610237864153,0.6400087830428302,2,detection_quality,zeroshot
16,yolov10m-coco-torch,1,0.9833359843703156,0.6282047846708179,2,detection_quality,zeroshot
16,yolov10m-coco-torch,2,0.7620570615439007,0.6282047846708179,220,detection_quality,zeroshot
16,yolov10m-coco-torch,3,0.6362023355514976,0.6282047846708179,435,detection_quality,zeroshot
16,yolov10m-coco-torch,4,0.5322119287393813,0.6282047846708179,341,detection_quality,zeroshot
16,yolov10m-coco-torch,5,0.17663774869430138,0.6282047846708179,2,detection_quality,zeroshot
16,yolov10n-coco-torch,1,0.9802344709490753,0.4890654610710212,2,detection_quality,zeroshot
16,yolov10n-coco-torch,2,0.6483823713945281,0.4890654610710212,220,detection_quality,zeroshot
16,yolov10n-coco-torch,3,0.4992895116425327,0.4890654610710212,435,detection_quality,zeroshot
16,yolov10n-coco-torch,4,0.37255199618597784,0.4890654610710212,341,detection_quality,zeroshot
16,yolov10n-coco-torch,5,0.11485107920313886,0.4890654610710212,2,detection_quality,zeroshot
16,yolov10s-coco-torch,1,0.9871861013742183,0.5993350060132541,2,detection_quality,zeroshot
16,yolov10s-coco-torch,2,0.7326160388854035,0.5993350060132541,220,detection_quality,zeroshot
16,yolov10s-coco-torch,3,0.6144155282081084,0.5993350060132541,435,detection_quality,zeroshot
16,yolov10s-coco-torch,4,0.4943346850772774,0.5993350060132541,341,detection_quality,zeroshot
16,yolov10s-coco-torch,5,0.17311143691882305,0.5993350060132541,2,detection_quality,zeroshot
16,yolov10x-coco-torch,1,0.9888645053064784,0.6498320514769445,2,detection_quality,zeroshot
16,yolov10x-coco-torch,2,0.7750232837895425,0.6498320514769445,220,detection_quality,zeroshot
16,yolov10x-coco-torch,3,0.6615701476020194,0.6498320514769445,435,detection_quality,zeroshot
16,yolov10x-coco-torch,4,0.5549648570224895,0.6498320514769445,341,detection_quality,zeroshot
16,yolov10x-coco-torch,5,0.16158479054213834,0.6498320514769445,2,detection_quality,zeroshot
16,yolov5l-coco-torch,1,0.9847157851639171,0.6277016110379896,2,detection_quality,zeroshot
16,yolov5l-coco-torch,2,0.7656123665194527,0.6277016110379896,220,detection_quality,zeroshot
16,yolov5l-coco-torch,3,0.6346582654397704,0.6277016110379896,435,detection_quality,zeroshot
16,yolov5l-coco-torch,4,0.529519701763872,0.6277016110379896,341,detection_quality,zeroshot
16,yolov5l-coco-torch,5,0.3274475328012675,0.6277016110379896,2,detection_quality,zeroshot
16,yolov5m-coco-torch,1,0.9846679198618664,0.6025859636835019,2,detection_quality,zeroshot
16,yolov5m-coco-torch,2,0.7325834610443729,0.6025859636835019,220,detection_quality,zeroshot
16,yolov5m-coco-torch,3,0.6123026582080325,0.6025859636835019,435,detection_quality,zeroshot
16,yolov5m-coco-torch,4,0.5056165740681986,0.6025859636835019,341,detection_quality,zeroshot
16,yolov5m-coco-torch,5,0.3406791681334424,0.6025859636835019,2,detection_quality,zeroshot
16,yolov5n-coco-torch,1,0.9857183533943499,0.4540371390634687,2,detection_quality,zeroshot
16,yolov5n-coco-torch,2,0.5876807722776014,0.4540371390634687,220,detection_quality,zeroshot
16,yolov5n-coco-torch,3,0.4497758792568025,0.4540371390634687,435,detection_quality,zeroshot
16,yolov5n-coco-torch,4,0.3712984318254255,0.4540371390634687,341,detection_quality,zeroshot
16,yolov5n-coco-torch,5,0.2553298632141063,0.4540371390634687,2,detection_quality,zeroshot
16,yolov5s-coco-torch,1,0.9877826637589371,0.5764292704429405,2,detection_quality,zeroshot
16,yolov5s-coco-torch,2,0.7046751377627793,0.5764292704429405,220,detection_quality,zeroshot
16,yolov5s-coco-torch,3,0.5869664635907526,0.5764292704429405,435,detection_quality,zeroshot
16,yolov5s-coco-torch,4,0.4795964124543569,0.5764292704429405,341,detection_quality,zeroshot
16,yolov5s-coco-torch,5,0.27619324934885253,0.5764292704429405,2,detection_quality,zeroshot
16,yolov5x-coco-torch,1,0.9896950043333888,0.6479825033371316,2,detection_quality,zeroshot
16,yolov5x-coco-torch,2,0.777604785341009,0.6479825033371316,220,detection_quality,zeroshot
16,yolov5x-coco-torch,3,0.6553355772842362,0.6479825033371316,435,detection_quality,zeroshot
16,yolov5x-coco-torch,4,0.5551627962712853,0.6479825033371316,341,detection_quality,zeroshot
16,yolov5x-coco-torch,5,0.2742854531455024,0.6479825033371316,2,detection_quality,zeroshot
16,yolov8l-coco-torch,1,0.9889387361980956,0.6529318209971942,2,detection_quality,zeroshot
16,yolov8l-coco-torch,2,0.7825021443107602,0.6529318209971942,220,detection_quality,zeroshot
16,yolov8l-coco-torch,3,0.6597562418527243,0.6529318209971942,435,detection_quality,zeroshot
16,yolov8l-coco-torch,4,0.5607326863469481,0.6529318209971942,341,detection_quality,zeroshot
16,yolov8l-coco-torch,5,0.29983026309277305,0.6529318209971942,2,detection_quality,zeroshot
16,yolov8m-coco-torch,1,0.9883238628938854,0.6191899998741878,2,detection_quality,zeroshot
16,yolov8m-coco-torch,2,0.7612132294749884,0.6191899998741878,220,detection_quality,zeroshot
16,yolov8m-coco-torch,3,0.6185055682012888,0.6191899998741878,435,detection_quality,zeroshot
16,yolov8m-coco-torch,4,0.528114683070084,0.6191899998741878,341,detection_quality,zeroshot
16,yolov8m-coco-torch,5,0.3047062847214471,0.6191899998741878,2,detection_quality,zeroshot
16,yolov8n-coco-torch,1,0.9902481409916077,0.4908516990474192,2,detection_quality,zeroshot
16,yolov8n-coco-torch,2,0.6318359162174003,0.4908516990474192,220,detection_quality,zeroshot
16,yolov8n-coco-torch,3,0.4965950079405556,0.4908516990474192,435,detection_quality,zeroshot
16,yolov8n-coco-torch,4,0.3904458838423074,0.4908516990474192,341,detection_quality,zeroshot
16,yolov8n-coco-torch,5,0.35321317661946294,0.4908516990474192,2,detection_quality,zeroshot
16,yolov8s-coco-torch,1,0.9848217664996994,0.5812603678534605,2,detection_quality,zeroshot
16,yolov8s-coco-torch,2,0.723467424870077,0.5812603678534605,220,detection_quality,zeroshot
16,yolov8s-coco-torch,3,0.5849814010941581,0.5812603678534605,435,detection_quality,zeroshot
16,yolov8s-coco-torch,4,0.4839355389871369,0.5812603678534605,341,detection_quality,zeroshot
16,yolov8s-coco-torch,5,0.319481289236215,0.5812603678534605,2,detection_quality,zeroshot
16,yolov8x-coco-torch,1,0.9872855229518254,0.656959509626136,2,detection_quality,zeroshot
16,yolov8x-coco-torch,2,0.778712735503627,0.656959509626136,220,detection_quality,zeroshot
16,yolov8x-coco-torch,3,0.670078842159316,0.656959509626136,435,detection_quality,zeroshot
16,yolov8x-coco-torch,4,0.561839034671668,0.656959509626136,341,detection_quality,zeroshot
16,yolov8x-coco-torch,5,0.29836480354678674,0.656959509626136,2,detection_quality,zeroshot
16,yolov9c-coco-torch,1,0.9865537662498494,0.6320062026677671,2,detection_quality,zeroshot
16,yolov9c-coco-torch,2,0.7645781734272359,0.6320062026677671,220,detection_quality,zeroshot
16,yolov9c-coco-torch,3,0.6352334906996643,0.6320062026677671,435,detection_quality,zeroshot
16,yolov9c-coco-torch,4,0.5416976093579146,0.6320062026677671,341,detection_quality,zeroshot
16,yolov9c-coco-torch,5,0.3902218679363869,0.6320062026677671,2,detection_quality,zeroshot
16,yolov9e-coco-torch,1,0.9874954771196606,0.6669190177930158,2,detection_quality,zeroshot
16,yolov9e-coco-torch,2,0.7896768594990875,0.6669190177930158,220,detection_quality,zeroshot
16,yolov9e-coco-torch,3,0.6772521086374728,0.6669190177930158,435,detection_quality,zeroshot
16,yolov9e-coco-torch,4,0.5747851783415681,0.6669190177930158,341,detection_quality,zeroshot
16,yolov9e-coco-torch,5,0.3043523386007616,0.6669190177930158,2,detection_quality,zeroshot
17,detection-transformer-torch,1,0.6761435090968142,0.40357565035641224,29,detection_quality,zeroshot
17,detection-transformer-torch,2,0.5044974697759642,0.40357565035641224,297,detection_quality,zeroshot
17,detection-transformer-torch,3,0.3550449241181887,0.40357565035641224,593,detection_quality,zeroshot
17,detection-transformer-torch,4,0.2912358032970107,0.40357565035641224,81,detection_quality,zeroshot
17,detection-transformer-torch,5,0.2912358032970107,0.40357565035641224,0,detection_quality,zeroshot
17,dfine-large-coco-torch,1,0.7908972355559745,0.6517205048711282,29,detection_quality,zeroshot
17,dfine-large-coco-torch,2,0.7440403715052174,0.6517205048711282,297,detection_quality,zeroshot
17,dfine-large-coco-torch,3,0.6192491861491428,0.6517205048711282,593,detection_quality,zeroshot
17,dfine-large-coco-torch,4,0.5011077446483324,0.6517205048711282,81,detection_quality,zeroshot
17,dfine-large-coco-torch,5,0.5011077446483324,0.6517205048711282,0,detection_quality,zeroshot
17,dfine-medium-coco-torch,1,0.8400255396519384,0.653429727477437,29,detection_quality,zeroshot
17,dfine-medium-coco-torch,2,0.7414185141635579,0.653429727477437,297,detection_quality,zeroshot
17,dfine-medium-coco-torch,3,0.6228682547146966,0.653429727477437,593,detection_quality,zeroshot
17,dfine-medium-coco-torch,4,0.4877384330263996,0.653429727477437,81,detection_quality,zeroshot
17,dfine-medium-coco-torch,5,0.4877384330263996,0.653429727477437,0,detection_quality,zeroshot
17,dfine-nano-coco-torch,1,0.8118914410419802,0.560848207125243,29,detection_quality,zeroshot
17,dfine-nano-coco-torch,2,0.6700787733980196,0.560848207125243,297,detection_quality,zeroshot
17,dfine-nano-coco-torch,3,0.517641991473287,0.560848207125243,593,detection_quality,zeroshot
17,dfine-nano-coco-torch,4,0.38676862582906313,0.560848207125243,81,detection_quality,zeroshot
17,dfine-nano-coco-torch,5,0.38676862582906313,0.560848207125243,0,detection_quality,zeroshot
17,dfine-small-coco-torch,1,0.799410346641584,0.6018565515938219,29,detection_quality,zeroshot
17,dfine-small-coco-torch,2,0.7012566262469112,0.6018565515938219,297,detection_quality,zeroshot
17,dfine-small-coco-torch,3,0.5645113784777513,0.6018565515938219,593,detection_quality,zeroshot
17,dfine-small-coco-torch,4,0.4400640260318091,0.6018565515938219,81,detection_quality,zeroshot
17,dfine-small-coco-torch,5,0.4400640260318091,0.6018565515938219,0,detection_quality,zeroshot
17,dfine-xlarge-coco-torch,1,0.8099987148114353,0.6745152423554631,29,detection_quality,zeroshot
17,dfine-xlarge-coco-torch,2,0.7549323939110942,0.6745152423554631,297,detection_quality,zeroshot
17,dfine-xlarge-coco-torch,3,0.6511949874113937,0.6745152423554631,593,detection_quality,zeroshot
17,dfine-xlarge-coco-torch,4,0.5018732234491418,0.6745152423554631,81,detection_quality,zeroshot
17,dfine-xlarge-coco-torch,5,0.5018732234491418,0.6745152423554631,0,detection_quality,zeroshot
17,faster-rcnn-resnet50-fpn-coco-torch,1,0.650152423537605,0.4571821627712276,29,detection_quality,zeroshot
17,faster-rcnn-resnet50-fpn-coco-torch,2,0.5167969295362408,0.4571821627712276,297,detection_quality,zeroshot
17,faster-rcnn-resnet50-fpn-coco-torch,3,0.42260987302132563,0.4571821627712276,593,detection_quality,zeroshot
17,faster-rcnn-resnet50-fpn-coco-torch,4,0.42260987302132563,0.4571821627712276,81,detection_quality,zeroshot
17,faster-rcnn-resnet50-fpn-coco-torch,5,0.42260987302132563,0.4571821627712276,0,detection_quality,zeroshot
17,retinanet-resnet50-fpn-coco-torch,1,0.7721120190759109,0.5354168576162636,29,detection_quality,zeroshot
17,retinanet-resnet50-fpn-coco-torch,2,0.6405356972006091,0.5354168576162636,297,detection_quality,zeroshot
17,retinanet-resnet50-fpn-coco-torch,3,0.4881676830740513,0.5354168576162636,593,detection_quality,zeroshot
17,retinanet-resnet50-fpn-coco-torch,4,0.41114902384653845,0.5354168576162636,81,detection_quality,zeroshot
17,retinanet-resnet50-fpn-coco-torch,5,0.41114902384653845,0.5354168576162636,0,detection_quality,zeroshot
17,rfdetr-base-coco-torch,1,0.7929587546364092,0.6102507714780702,29,detection_quality,zeroshot
17,rfdetr-base-coco-torch,2,0.72188873760626,0.6102507714780702,297,detection_quality,zeroshot
17,rfdetr-base-coco-torch,3,0.5715543970022435,0.6102507714780702,593,detection_quality,zeroshot
17,rfdetr-base-coco-torch,4,0.41879327286698237,0.6102507714780702,81,detection_quality,zeroshot
17,rfdetr-base-coco-torch,5,0.41879327286698237,0.6102507714780702,0,detection_quality,zeroshot
17,rfdetr-large-coco-torch,1,0.8118988167227232,0.6255005349636037,29,detection_quality,zeroshot
17,rfdetr-large-coco-torch,2,0.7331600120571456,0.6255005349636037,297,detection_quality,zeroshot
17,rfdetr-large-coco-torch,3,0.5880242366511591,0.6255005349636037,593,detection_quality,zeroshot
17,rfdetr-large-coco-torch,4,0.4383774489325252,0.6255005349636037,81,detection_quality,zeroshot
17,rfdetr-large-coco-torch,5,0.4383774489325252,0.6255005349636037,0,detection_quality,zeroshot
17,rfdetr-medium-coco-torch,1,0.8140364369294857,0.6216880083487929,29,detection_quality,zeroshot
17,rfdetr-medium-coco-torch,2,0.7309131091365043,0.6216880083487929,297,detection_quality,zeroshot
17,rfdetr-medium-coco-torch,3,0.5851212967629957,0.6216880083487929,593,detection_quality,zeroshot
17,rfdetr-medium-coco-torch,4,0.42003492943010745,0.6216880083487929,81,detection_quality,zeroshot
17,rfdetr-medium-coco-torch,5,0.42003492943010745,0.6216880083487929,0,detection_quality,zeroshot
17,rfdetr-nano-coco-torch,1,0.8195130711256309,0.5776083855206445,29,detection_quality,zeroshot
17,rfdetr-nano-coco-torch,2,0.7028035795145655,0.5776083855206445,297,detection_quality,zeroshot
17,rfdetr-nano-coco-torch,3,0.5347053787748427,0.5776083855206445,593,detection_quality,zeroshot
17,rfdetr-nano-coco-torch,4,0.34604387319375957,0.5776083855206445,81,detection_quality,zeroshot
17,rfdetr-nano-coco-torch,5,0.34604387319375957,0.5776083855206445,0,detection_quality,zeroshot
17,rfdetr-small-coco-torch,1,0.8157326063436408,0.6189969669318153,29,detection_quality,zeroshot
17,rfdetr-small-coco-torch,2,0.7350388226102677,0.6189969669318153,297,detection_quality,zeroshot
17,rfdetr-small-coco-torch,3,0.5805956255460166,0.6189969669318153,593,detection_quality,zeroshot
17,rfdetr-small-coco-torch,4,0.4042096923927607,0.6189969669318153,81,detection_quality,zeroshot
17,rfdetr-small-coco-torch,5,0.4042096923927607,0.6189969669318153,0,detection_quality,zeroshot
17,rtdetr-l-coco-torch,1,0.7621855160287802,0.5610279720078203,29,detection_quality,zeroshot
17,rtdetr-l-coco-torch,2,0.6525597811456201,0.5610279720078203,297,detection_quality,zeroshot
17,rtdetr-l-coco-torch,3,0.5236219689283828,0.5610279720078203,593,detection_quality,zeroshot
17,rtdetr-l-coco-torch,4,0.42724085763216907,0.5610279720078203,81,detection_quality,zeroshot
17,rtdetr-l-coco-torch,5,0.42724085763216907,0.5610279720078203,0,detection_quality,zeroshot
17,rtdetr-v2-l-coco-torch,1,0.7665555534434034,0.6551630257957263,29,detection_quality,zeroshot
17,rtdetr-v2-l-coco-torch,2,0.7546637643230623,0.6551630257957263,297,detection_quality,zeroshot
17,rtdetr-v2-l-coco-torch,3,0.6267764550366132,0.6551630257957263,593,detection_quality,zeroshot
17,rtdetr-v2-l-coco-torch,4,0.45826344327415597,0.6551630257957263,81,detection_quality,zeroshot
17,rtdetr-v2-l-coco-torch,5,0.45826344327415597,0.6551630257957263,0,detection_quality,zeroshot
17,rtdetr-v2-m-coco-torch,1,0.8224020631681649,0.6579062083636237,29,detection_quality,zeroshot
17,rtdetr-v2-m-coco-torch,2,0.7494436705282028,0.6579062083636237,297,detection_quality,zeroshot
17,rtdetr-v2-m-coco-torch,3,0.6285675659546041,0.6579062083636237,593,detection_quality,zeroshot
17,rtdetr-v2-m-coco-torch,4,0.47816310831840114,0.6579062083636237,81,detection_quality,zeroshot
17,rtdetr-v2-m-coco-torch,5,0.47816310831840114,0.6579062083636237,0,detection_quality,zeroshot
17,rtdetr-v2-s-coco-torch,1,0.7480303139379202,0.6155301015768531,29,detection_quality,zeroshot
