image_id,level,dataset,partition,prompt_strategy
000000486503,2.0,coco-rem,calibration,zeroshot
000000322222,3.0,coco-rem,calibration,zeroshot
000000127153,3.0,coco-rem,calibration,zeroshot
000000389036,2.0,coco-rem,calibration,zeroshot
000000298657,3.0,coco-rem,calibration,zeroshot
000000412510,3.0,coco-rem,calibration,zeroshot
000000235547,2.0,coco-rem,calibration,zeroshot
000000087509,3.0,coco-rem,calibration,zeroshot
000000226494,2.0,coco-rem,calibration,zeroshot
000000231460,4.0,coco-rem,calibration,zeroshot
000000037638,4.0,coco-rem,calibration,zeroshot
000000068235,3.0,coco-rem,calibration,zeroshot
000000157960,3.0,coco-rem,calibration,zeroshot
000000508430,3.0,coco-rem,calibration,zeroshot
000000540068,2.0,coco-rem,calibration,zeroshot
000000295269,4.0,coco-rem,calibration,zeroshot
000000329304,3.0,coco-rem,calibration,zeroshot
000000572786,3.0,coco-rem,calibration,zeroshot
000000335874,3.0,coco-rem,calibration,zeroshot
000000232001,3.0,coco-rem,calibration,zeroshot
000000225281,4.0,coco-rem,calibration,zeroshot
000000498371,2.0,coco-rem,calibration,zeroshot
000000209292,4.0,coco-rem,calibration,zeroshot
000000327368,4.0,coco-rem,calibration,zeroshot
000000409364,3.0,coco-rem,calibration,zeroshot
000000210322,3.0,coco-rem,calibration,zeroshot
000000293946,2.0,coco-rem,calibration,zeroshot
000000562008,4.0,coco-rem,calibration,zeroshot
000000053587,2.0,coco-rem,calibration,zeroshot
000000524956,4.0,coco-rem,calibration,zeroshot
000000088540,3.0,coco-rem,calibration,zeroshot
000000430583,3.0,coco-rem,calibration,zeroshot
000000265253,3.0,coco-rem,calibration,zeroshot
000000202131,3.0,coco-rem,calibration,zeroshot
000000332420,2.0,coco-rem,calibration,zeroshot
000000088162,,coco-rem,calibration,zeroshot
000000173447,3.0,coco-rem,calibration,zeroshot
000000365353,2.0,coco-rem,calibration,zeroshot
000000243171,2.0,coco-rem,calibration,zeroshot
000000223992,4.0,coco-rem,calibration,zeroshot
000000318240,4.0,coco-rem,calibration,zeroshot
000000131825,3.0,coco-rem,calibration,zeroshot
000000368541,4.0,coco-rem,calibration,zeroshot
000000007890,,coco-rem,calibration,zeroshot
000000513946,3.0,coco-rem,calibration,zeroshot
000000459566,3.0,coco-rem,calibration,zeroshot
000000385272,4.0,coco-rem,calibration,zeroshot
000000131494,3.0,coco-rem,calibration,zeroshot
000000198312,3.0,coco-rem,calibration,zeroshot
000000483923,2.0,coco-rem,calibration,zeroshot
000000056193,4.0,coco-rem,calibration,zeroshot
000000259884,4.0,coco-rem,calibration,zeroshot
000000450543,3.0,coco-rem,calibration,zeroshot
000000567764,3.0,coco-rem,calibration,zeroshot
000000320374,4.0,coco-rem,calibration,zeroshot
000000406908,3.0,coco-rem,calibration,zeroshot
000000298405,4.0,coco-rem,calibration,zeroshot
000000012700,4.0,coco-rem,calibration,zeroshot
000000546480,3.0,coco-rem,calibration,zeroshot
000000488796,3.0,coco-rem,calibration,zeroshot
000000210549,2.0,coco-rem,calibration,zeroshot
000000256031,3.0,coco-rem,calibration,zeroshot
000000218762,3.0,coco-rem,calibration,zeroshot
000000439486,2.0,coco-rem,calibration,zeroshot
000000044500,3.0,coco-rem,calibration,zeroshot
000000191327,3.0,coco-rem,calibration,zeroshot
000000370121,2.0,coco-rem,calibration,zeroshot
000000271943,2.0,coco-rem,calibration,zeroshot
000000417219,3.0,coco-rem,calibration,zeroshot
000000074060,3.0,coco-rem,calibration,zeroshot
000000526085,3.0,coco-rem,calibration,zeroshot
000000359357,,coco-rem,calibration,zeroshot
000000492817,2.0,coco-rem,calibration,zeroshot
000000194921,3.0,coco-rem,calibration,zeroshot
000000287235,,coco-rem,calibration,zeroshot
000000086139,2.0,coco-rem,calibration,zeroshot
000000105027,2.0,coco-rem,calibration,zeroshot
000000416202,3.0,coco-rem,calibration,zeroshot
000000061831,2.0,coco-rem,calibration,zeroshot
000000430319,3.0,coco-rem,calibration,zeroshot
000000070829,3.0,coco-rem,calibration,zeroshot
000000213268,4.0,coco-rem,calibration,zeroshot
000000541493,3.0,coco-rem,calibration,zeroshot
000000430281,3.0,coco-rem,calibration,zeroshot
000000182401,2.0,coco-rem,calibration,zeroshot
000000334916,4.0,coco-rem,calibration,zeroshot
000000067558,2.0,coco-rem,calibration,zeroshot
000000466197,4.0,coco-rem,calibration,zeroshot
000000119787,3.0,coco-rem,calibration,zeroshot
000000080892,3.0,coco-rem,calibration,zeroshot
000000108862,2.0,coco-rem,calibration,zeroshot
000000137666,4.0,coco-rem,calibration,zeroshot
000000124390,2.0,coco-rem,calibration,zeroshot
000000161897,4.0,coco-rem,calibration,zeroshot
000000069587,2.0,coco-rem,calibration,zeroshot
000000030113,3.0,coco-rem,calibration,zeroshot
000000512436,3.0,coco-rem,calibration,zeroshot
000000118277,3.0,coco-rem,calibration,zeroshot
000000182527,3.0,coco-rem,calibration,zeroshot
000000244844,,coco-rem,calibration,zeroshot
000000206800,3.0,coco-rem,calibration,zeroshot
000000103746,3.0,coco-rem,calibration,zeroshot
000000480576,3.0,coco-rem,calibration,zeroshot
000000118477,2.0,coco-rem,calibration,zeroshot
000000098904,4.0,coco-rem,calibration,zeroshot
000000264502,4.0,coco-rem,calibration,zeroshot
000000301950,2.0,coco-rem,calibration,zeroshot
000000445745,3.0,coco-rem,calibration,zeroshot
000000268739,3.0,coco-rem,calibration,zeroshot
000000042069,4.0,coco-rem,calibration,zeroshot
000000492183,3.0,coco-rem,calibration,zeroshot
