version_a,version_b,cohort,metric,difference_b_minus_a,ci_low,ci_high,n_valid_bootstrap
18,ic9600,properties,auroc_0.25,-0.0632876192188207,-0.1158446618073782,-0.007453407333068996,1000
18,ic9600,properties,auroc_0.5,0.0019388059893320486,-0.03872931220220866,0.04309941870500329,1000
18,ic9600,properties,auroc_0.75,0.0471800567629429,-0.011509194330374613,0.10152599882936854,1000
18,ic9600,random,rmse,0.0036379282710468086,-0.0012679243179911503,0.008222192857107721,1000
18,ic9600,random,mse_skill,-0.027051167535728116,-0.06077706583461412,0.00938603424071061,1000
18,ic9600,random,auroc_0.25,-0.042778876705179214,-0.08739711057952844,0.0040801007268925415,1000
18,ic9600,random,auroc_0.5,-0.002182933874606774,-0.02924405344051215,0.023801101077732853,1000
18,ic9600,random,auroc_0.75,0.024330721799377786,-0.004651091893807263,0.05285450329213089,1000
ionescu,ic9600,properties,rmse,0.018371244362635902,0.01151158605255371,0.025287090879704863,1000
ionescu,ic9600,properties,mse_skill,-0.12273871304328643,-0.16657928105553296,-0.07555926912108607,1000
ionescu,ic9600,properties,auroc_0.25,-0.091953860249182,-0.13705512272653325,-0.04117901345655297,1000
ionescu,ic9600,properties,auroc_0.5,-0.07003014510522798,-0.10450666200586123,-0.03411890744143539,1000
ionescu,ic9600,properties,auroc_0.75,-0.04199876879152176,-0.09765534462197384,0.015760020381066504,1000
ionescu,ic9600,random,rmse,0.007003742354362796,0.0020408259271320612,0.012217718340173002,1000
ionescu,ic9600,random,mse_skill,-0.05171368483830274,-0.0904263736801941,-0.015245923838932352,1000
ionescu,ic9600,random,auroc_0.25,-0.09413421038711822,-0.1390234186837351,-0.0516718192134957,1000
ionescu,ic9600,random,auroc_0.5,-0.04853121278552375,-0.07543476715356928,-0.02227527610091318,1000
ionescu,ic9600,random,auroc_0.75,-0.022951168822582524,-0.05309462933329632,0.0065576143719292814,1000
